用户名,用户城市,评论内容,点赞数,评论时间,情感得分
睏萌,河南,歌我还在听，你就算了,561,2025-11-14 14:50:06,0.834599866599799
施舍穷人,河北,网友没记忆吗 我楼下那个还说对不起你的歌我还在听 像梦女一样[大哭],250,2025-11-14 00:56:55,0.6395568625788975
以疼为剑,贵州,禁止打复活赛 你对得起谁,195,2025-11-14 18:10:53,0.35687088688070445
小众知识,山东,猜猜这次发歌又是写给哪个🐔的,136,2025-11-15 00:45:51,0.529327123302139
我恨自己是哥哥控,四川,对不起女孩的事 你顺手就做了,133,2025-11-14 10:51:28,0.606817117105705
见过16的璇,宁夏,伍六七终于原谅自己了,84,2025-11-14 13:14:32,0.17770202721555461
这城市很少下雪,河南,应该是只听歌吧，比如说我，我不喜欢他的人了，但是还在听他的歌，其实可以人歌分离的吧[手动狗头],65,2025-11-14 16:46:54,0.9986524026415713
眼泪是最小的雨点,江西,我想要徽章 看见的宝宝们能随手点一个吗,59,2025-11-15 20:03:28,0.7652479564476793
垂潸,山东,抖音怎么一提我🆔就被毕业大姐[笑哭了][笑哭了],45,2025-11-14 00:15:42,0.49857801816128855
东京下小雪TvT,湖北,好想这样没皮没脸的活一次！,34,2025-11-15 05:01:26,0.1660346911446009
泪止真情,山东,睡粉+恋情隐瞒粉丝+打胎钱只给2000+拿1w给鸡买手机结果粉丝群红包只发200,25,2025-11-14 22:05:59,0.00434030674818342
z祈攸,河北,《养只猫》你敢自己听一遍吗？,24,2025-11-14 18:10:28,0.9055162790053256
泪与永恒痛苦,山东,网友改天变脸的时候带上我行不[笑哭了],23,2025-11-14 07:03:07,0.42694105017861983
diefromyuo,四川,我恨死你了 我原来还进过你乐迷团,23,2025-11-14 02:03:46,0.33132135463737145
只求别恨,河北,你是 行了吧,20,2025-11-15 02:07:14,0.5495207667731629
情绪低频,山东,被气疯了！,2,2025-11-22 20:49:42,0.41892689389478965
krskrskrs444444,陕西,好难听 你啥时候退网,1,2025-11-23 12:43:51,0.6218771118341593
骨瓷吻G,黑龙江,诶？原来我是你乐迷团啊，你不配让我迷,1,2025-11-22 21:29:29,0.3419755952848016
独奏首_7,宁夏,你学会一个人睡觉了吗,0,2025-11-23 13:19:27,0.7917515107707621
早睡_zhqwsy,福建,赞同,0,2025-11-23 13:09:26,0.56
刻拉拉-,重庆,就是难听宝子🤗,0,2025-11-23 13:07:35,0.44767845850986676
缘似片刻落雨,陕西,歌我还在听，你就算了,0,2025-11-23 12:02:02,0.834599866599799
-循x环-,湖南,歌我还在听，你就算了,0,2025-11-23 11:25:59,0.834599866599799
妄寻旧痕,河南,歌我还在听，你就算了,0,2025-11-23 11:10:16,0.834599866599799
人穷逼事还多,山东,歌我还在听，你就算了,0,2025-11-23 10:16:20,0.834599866599799
泪病吻,陕西,歌我还在听，你就算了,0,2025-11-23 09:36:00,0.834599866599799
茉偲,江苏,6,0,2025-11-23 09:14:34,0.38994800693240883
下次会是幸福泪吗,河北,歌我还在听，你就算了,0,2025-11-23 02:04:28,0.834599866599799
后觉痛,安徽,歌我还在听，你就算了,0,2025-11-23 00:13:15,0.834599866599799
雪化伤痕,河北,歌我还在听，你就算了,0,2025-11-22 23:38:41,0.834599866599799
绵衿语,贵州,歌我还在听，你就算了,0,2025-11-22 23:11:40,0.834599866599799
迹循环,河南,被睡的那个女生后来心情不好 给她买的水果手机哄她开心,0,2025-11-22 22:45:48,0.8941910978956622
心与恨交织,山东,你对得起谁,0,2025-11-22 22:31:33,0.8202247191011237
痛苦小汐,辽宁,歌我还在听但你就算了,0,2025-11-22 22:29:51,0.834599866599799
q祁岷,湖南,诅咒喜欢然然一辈子,0,2025-11-22 22:05:15,0.8202170592697203
ykugly,广东,歌我还在听，你就算了,0,2025-11-22 21:27:15,0.834599866599799
泪碎在了雨点,河南,笑死我了,0,2025-11-22 20:55:21,0.4913691286285672
泪碎在了雨点,河南,567塌了之后跟那疯了一样[惊恐],0,2025-11-22 20:48:54,0.3988179204535688
Downplay-,山东,我不行了,0,2025-11-22 20:44:35,0.26171874999999967
小浔yx,江苏,伍六七你对得起谁,0,2025-11-22 20:40:34,0.5521109060017921
