用户名,用户城市,评论内容,点赞数,评论时间,情感得分
灵忧解万愁,四川,感谢各位的支持！感谢咕咕，感谢龙龙哥！！,145,2025-11-12 00:07:15,0.7160946246744805
你的Yran_,广东,上一秒刷到下一秒就立刻切到这来了[亲吻]执行力这一块！,80,2025-11-13 09:21:03,0.43764928709861406
凌晨两点听法海,江苏,刚从抖音来的 希望能走起来,47,2025-11-12 00:08:04,0.19015927215118944
一只脆筒,辽宁,抖音听完第一句直接来网易云了[笑了],27,2025-11-13 22:13:40,0.4121687172516433
一天想上岸八百次,河北,“小灵忧发歌了，谁去听？”大家脸上带着溺宠的微笑，纷纷放下了手的里工作。 “谈判取消，我去听” “会议取消，我去听” “航班取消，我去听” “手术暂停，我去听” “实验暂停，我去听” “探险取消，我去听” “飞行取消，我去听”,14,2025-11-12 00:01:23,0.9992529228596047
VIVLC,山东,有一种马赫和加木的味道[笑了],4,2025-11-21 14:48:44,0.7592243530876582
库马林,广东,[许愿]牛逼牛逼真牛逼,1,2025-11-21 20:59:36,0.9842278208769693
沈诗瑶-,陕西,好听的 加油,1,2025-11-21 18:23:07,0.8104776879002974
AKAPING张小杰,海南,确实好听,1,2025-11-21 16:40:02,0.459542150873823
一身正气结果漏_气,云南,有些话太重 落在最轻的年纪就会砸破些什么,1,2025-11-21 12:35:45,0.20293699322630232
kirak1rakira,中国台湾,我就說馬赫流過,1,2025-11-20 23:07:01,0.6394380637035534
小帆音律,安徽,豪庭[很棒]刷到抖音来搜了,0,2025-11-22 00:26:02,0.09474927803276545
yanggrr,青海,这是哪的方言,0,2025-11-21 23:32:43,0.44444444444444464
Neseul,四川,文字是悲伤海，耳中却是被伤害,0,2025-11-21 20:18:24,0.9911447834183739
Beverly-VI,海南,改了吗？感觉词也变了,0,2025-11-21 19:12:30,0.6328802544059516
沈诗瑶-,陕西,好听的 加油,0,2025-11-21 18:22:45,0.8104776879002974
il525,湖南,刀拔快了兄弟,0,2025-11-21 15:48:14,0.5276951346565771
VIVLC,山东,马赫和加木,0,2025-11-21 14:48:25,0.6390035976582639
青涩曲调,云南,悲伤海 被伤害,0,2025-11-21 13:06:12,0.9965462330072694
下次再来告诉你我爱你,河南,好新鲜的感觉,0,2025-11-21 12:17:30,0.68847525824928
李摇川,江苏,很洗脑，走起来吧bro,0,2025-11-21 11:59:17,0.599895092785059
日辰晨en,重庆,是悲伤海还是被伤害,0,2025-11-21 11:54:10,0.9965462330072694
锤锤命,福建,喜欢喜欢喜欢喜欢喜欢,0,2025-11-21 10:03:21,0.9781936607500581
馍卷馍,广东,要火的！！！ 我就现在在这里这样讲！,0,2025-11-21 09:54:26,0.27603437405481845
好好爱自己崕,江西,好听,0,2025-11-21 06:53:59,0.33333333333333337
一块硬脚皮,江苏,抖音来的 好听[强],0,2025-11-21 06:21:51,0.13219867393680196
郁闷的麻辣小龙虾,甘肃,为什么，你总是无动于衷，静静地看着我哭，然后嘿嘿一笑，在我所有负面情绪都输出完后，说好了吧,0,2025-11-20 23:43:59,0.9988482112109217
莲峸,河北,日推来的，听到前奏就被锁住了[心动],0,2025-11-20 21:16:16,0.21079479045141025
VIVLC,山东,对，有点加木和马赫的味道，但是不多,0,2025-11-20 19:05:32,0.2436492731131673
禕瑉,北京,声音像马赫啊,0,2025-11-20 16:43:39,0.3285897083839606
