用户名,用户城市,评论内容,点赞数,评论时间,情感得分
WOOD-O,广东,从初二开始玩 我现在都大一了，期间真的是卸了下下了卸，当时事情多玩的有点累，不玩又舍不得，现在总算有时间了，只能说我真的真的很喜欢这个游戏的剧情，人物设定[哭哭]老战双我要追随你一辈子[哭哭],51,2025-11-19 18:14:53,0.9999992087022671
hyrzwd,上海,从初见灰鸦到鸦羽为我付出记忆的代价，再到异聚塔降临文明难逃覆灭，回溯时间开启新篇章至如今的六周年，无数喜怒哀乐交织成与这个游戏的情感纽带，祝各位指挥官六周年快乐！祝战双越来越好，祝库洛越来越好，要玩一辈子战双,15,2025-11-19 17:59:08,0.9999999999987046
水月逝2107,河北,六周年快乐，战双真是于本人而言感到奇幻的游戏，独特剧情内容，惊艳的游戏动作，令人不仅当做游戏，更像一件艺术品。希望新的一年双继续进步，也希望指挥官们也在现实中活出比黄金时代更灿烂的人生,11,2025-11-19 18:15:54,0.9999999987160497
等价的歌,浙江,愿每一位重返地球的人类之子平安。,4,2025-11-21 06:14:44,0.9836955322119622
DVD机爱,上海,一模一样的兄弟，不过我从来没有删过哦😯你敢信我甚至顶着未成年都没开小号[难过],2,2025-11-21 01:58:16,0.7731917587767722
只喝热可可_,新疆,各位指挥官，6周年快乐[蛋糕]。希望各位的生活顺顺利利，怎么可以讨自己开心就做什么，不要被束缚哦[爱心],1,2025-11-22 05:05:13,0.9999979772245386
elephant桑,安徽,战双六周年快乐[心动][心动][心动],1,2025-11-21 16:22:41,0.9997686994490367
不要瞧不起纯爱啊,江苏,愿每一位重返地球的人类之子平安。,0,2025-11-22 09:09:33,0.9836955322119622
维什戴尔黑,河南,我就是未成年，玩了三年了还有个九游的号,0,2025-11-22 08:31:50,0.7110276744066603
舟亢hgg,广东,六周年快乐,0,2025-11-22 02:53:48,0.987163157723334
枭云羽,广西,一样，开服到现在,0,2025-11-22 02:47:39,0.14742265989463443
戒不掉猫咪了,北京,六周年快乐双宝,0,2025-11-22 02:33:41,0.9945884935359991
权默行,江苏,六周年快乐！,0,2025-11-22 01:09:57,0.987163157723334
天童_爱丽丝_力推,江苏,对不起，我既玩崩三又玩战双,0,2025-11-21 20:34:55,0.49410499924176676
Aslan_Jade_Callenreese,河北,虽然也有各种各样的不完美，但是很庆幸能遇到战双这个游戏，很感谢灰鸦和大家给我的温暖与力量，希望kl越来越好～哦对各位指挥官六周年快乐～[爱心],0,2025-11-21 20:14:38,0.9999999668959487
星想君梦,广东,2:47那段特别喜欢,0,2025-11-21 19:45:17,0.9318040793767873
维纳斯何在,福建,六周年快乐(◦˙▽˙◦),0,2025-11-21 19:25:39,0.9857618305651068
lao-派,陕西,鸣潮换绑个手机号，结果战双账号直接没了，变成一级号了[哭哭],0,2025-11-21 19:17:10,0.6361152463519453
卡通看嘻哈灵魂乐,河南,六周年快乐！[很棒],0,2025-11-21 17:37:36,0.9974994948034894
時貳凜,浙江,哭死😭,0,2025-11-21 15:53:57,0.47102649928503326
依伊氏,湖南,和战双一起也有好几年了，以后也会一直陪伴下去,0,2025-11-21 14:29:12,0.9863027226286628
绝世戏子风间琉璃,山东,三测被双马尾吸引，公测懒狗老登，也是陪伴六年了。愿每一位重返地球的人类之子平安,0,2025-11-21 14:04:54,0.9999740234699682
Successful星辰,辽宁,祝愿战双越来越好,0,2025-11-21 14:00:47,0.9311661595556636
星想君梦,广东,6周年惊喜好多啊[超好听][超好听],0,2025-11-21 02:20:02,0.8407103148832218
PhonBG,越南,[很棒],0,2025-11-20 22:54:17,0.864864864864865
泡芙遗千年,江苏,六周年快乐呀,0,2025-11-20 22:48:42,0.987163157723334
沫鈺汐,湖南,加油啊双宝一定越来越好，六周年快乐！,0,2025-11-20 22:20:12,0.999236490394108
YSY丶NGC2237,江苏,一样啊一样啊[流泪],0,2025-11-20 20:07:32,0.8
