用户名,用户城市,评论内容,点赞数,评论时间,情感得分
李昊-LH,上海,靈魂同頻就夠 就這樣一直走[红心],1090,2025-11-17 20:53:38,0.2679300555002383
李昊-LH,上海,好想快進到下次見面,657,2025-11-17 20:45:34,0.3552366065817224
一只羊-FF,陕西,十个勤天我们喜欢你一辈子,540,2025-11-15 22:03:31,0.7549243247950135
李昊-LH,上海,我來啦！,498,2025-11-17 20:31:12,0.6451612903225805
李昊-LH,上海,介紹下,326,2025-11-17 20:34:24,0.842710783306794
李昊-LH,上海,匡哥！,318,2025-11-17 20:32:31,0.5
李昊-LH,上海,害羞,274,2025-11-17 20:33:38,0.5
阿媛Liyo,江苏,呜呜呜呜呜呜[流泪]鼻子怎么酸酸的 0人走出第一季[难过],267,2025-11-15 22:24:42,0.9506385978085404
李昊-LH,上海,保重好自己,264,2025-11-17 20:37:19,0.6317853705682674
李昊-LH,上海,讓我聽聽,259,2025-11-17 20:42:07,0.3666704608480664
李昊-LH,上海,文靜點不好嗎,259,2025-11-17 20:36:37,0.5551238672020793
李昊-LH,上海,怎麼辦勒,257,2025-11-17 20:38:12,0.29039118492532723
李昊-LH,上海,你能不能努力點自習,238,2025-11-17 20:37:04,0.4886986864711572
李昊-LH,上海,睡覺覺咯,237,2025-11-17 20:33:14,0.009264492163613025
李昊-LH,上海,咋辦呢,227,2025-11-17 20:40:31,0.4285714285714284
不憨爱a,广东,很希望 等你来电 等你继续话昨天。 是世道弄人  制造坏场面。,2,2025-11-21 00:59:32,0.1704886794903251
临江清忆,四川,我们会永远在一起的，对吧,1,2025-11-21 22:15:08,0.7105190192241919
早睡晚醒不熬夜,上海,厦门见喽 利好[红心],1,2025-11-21 21:27:37,0.5603321869724006
chokuku,广东,将你我间的回忆写入旋律，为曾留下的空白填入答案✏️。@种地吧李昊 带来全新单曲《场外队友》，送给十个勤天☀️。并肩前行的默契，早已在无数个日升月落中印证。,1,2025-11-21 19:59:08,0.9998816939278903
橙子姑娘914,重庆,灵魂同频 一起走下去,1,2025-11-21 19:31:53,0.9406199058320128
雪儿_酱o,广东,廣東嘅靚仔鐘意更新歌喇🥰,1,2025-11-21 19:19:31,0.8844501784472685
那些我尚未触及的,广西,歌手李昊,1,2025-11-21 18:33:26,0.63851473789084
f-sssssss,四川,十个勤天做大做强缺一不可 禾勤久久,1,2025-11-21 14:22:43,0.7817303486754013
Cccc晴,广东,好好听,1,2025-11-21 10:01:57,0.46175896454978704
物衰勿衰,广西,歌手李昊加油,1,2025-11-20 21:40:37,0.9379169102527469
一十04,浙江,三周年快乐,1,2025-11-20 15:09:35,0.9792923251345755
豆汁不加奶,重庆,昊昊！,1,2025-11-20 15:08:08,0.4737672181921908
INS芒果,上海,15号结束以后，我一直沉浸在那天，在想当时的你在想些什么，为什么会那么难忘,1,2025-11-20 14:35:46,0.9664797209685629
开心宿宿,广东,又爱上粤语歌了[好听哭了],1,2025-11-20 13:57:48,0.8508822822658256
GOT7Jacky,四川,嘿嘿嘿，在干嘛，来听歌呀[加一][红心],1,2025-11-20 10:03:02,0.5332740292380198
噗嗤Red,上海,谁不呢！！但我厦门去不了[流泪][流泪][流泪],0,2025-11-21 15:43:53,0.9136974982349807
鑫宝_Renaissance,山东,禾勤久久,0,2025-11-21 09:52:32,0.37443397594238403
云村村民176189141750977,广东,祝宝宝一切顺利[红心] 维权成功,0,2025-11-21 08:46:17,0.7692613957095905
llzxcy,广东,我想你,0,2025-11-20 21:15:28,0.5441789912779675
llzxcy,广东,一起走,0,2025-11-20 21:15:16,0.5826296743063932
-路卓豪老婆,北京,这个照片上 只有弟弟的脸是干净的,0,2025-11-20 17:58:40,0.5626757712177007
酥酥炸虾仁,广东,朋友一生一起走,0,2025-11-20 15:46:33,0.903163297398578
关你梨子事,上海,好想你[流泪],0,2025-11-20 15:00:26,0.7826653358894131
晕碳了,广东,老公，厦门见[亲吻],0,2025-11-20 14:38:04,0.7193138642421789
屁桃妹哎,江苏,就这样一直一直一直走,0,2025-11-20 14:30:32,0.5826296743063932
Aquxt,福建,一直一直都在,0,2025-11-20 13:58:37,0.5512110016420362
EstherLeeL,广东,一直在，一直走❤️,0,2025-11-20 10:21:48,0.5568901543072187
阿芯儿er,河北,一直在,0,2025-11-20 06:47:22,0.5262327818078083
