用户名,用户城市,评论内容,点赞数,评论时间,情感得分
Breezy22,广东,被内娱排挤到格莱美去了属于是,174324,2025-05-30 13:31:02,0.6457442109628184
湮丶吀,四川,被黑久了自然就成黑人了,118973,2025-05-31 12:50:54,0.43395838110518814
HY-360,上海,soul正统在中国了属于是[大哭]很经典复古的黑人蓝调唱腔，编曲和唱功这块都无可挑剔。国内少有的能把握soul的节奏律动和微妙情绪的歌手，第一次听没想到会是我们坤哥,91565,2025-05-30 00:08:12,0.9999999999223292
Sherryyy_-,陕西,他去替王源读伯克利了吗,81966,2025-06-02 00:00:33,0.7085923308003611
神说要有零二,河北,《发现国内跳楼机霸榜，这一次我决定不再隐忍》,65089,2025-06-05 03:20:38,0.9214154515905052
CT_seven,广东,牛逼 朋友圈的男生全对他改观了,57558,2025-05-29 15:32:24,0.8896709084542068
968948,河北,别沉淀了哥们 再沉淀真成国际巨星了,53905,2025-06-06 13:19:38,0.40830426162682765
Rachel-T-,中国香港,骚歌 看我不狠狠听你,52233,2025-05-28 00:01:55,0.8862381911214604
rainy-881,重庆,蔡徐坤离开了内娱这个伞 发现外面没有雨,50449,2025-07-04 00:32:49,0.9868741453791611
NachtttFalter,北京,被震撼了。这么地道的Soul居然是蔡徐坤写出来唱出来的，国内我想不起有谁这么做的，完全是欧美金曲的程度，深夜静卧着听，竟然让我有种被触到灵魂的感动。,38700,2025-05-28 01:58:01,0.9999904175159534
942647426248,辽宁,很难想象这和时代少年团版lemon是同一时期的,33105,2025-05-29 17:51:42,0.9666886312485763
是hahahaha,湖北,突然想到 写这歌的时候他在铺天盖地的造谣里，换别人哭天喊地卖惨，他却埋头精进拍出这么好的作品，他真的是希望，是就是巨星,27490,2025-05-30 09:23:05,0.960880649969323
RaYoJo,内蒙古,真的，做梦都没想到一个原本不屑去看的小鲜肉艺人，能够这样好好的做音乐，他大可以挣着一些小孩子的钱，卖弄人设也好怎么样也罢，没想到他能用音乐证明自己，路转粉了真的，这才是一个流量明星该有的样子，从此以后，一大帮喜欢玩梗没有音乐素养的小孩，有了一个很棒的音乐启蒙，爱坤坤（真心）,27042,2025-05-30 14:20:09,0.9998898554998176
HeyJadeJade,广东,看到演唱者我震惊了，虽然有那么一刹那犹豫，还是点了收藏,24383,2025-05-30 08:48:02,0.4574469120231386
