用户名,用户城市,评论内容,点赞数,评论时间,情感得分
Crow17_,陕西,宇宙草！,3,2025-11-18 08:26:52,0.9865137052967261
章辣辣,福建,居然在日推遇见老朋友,2,2025-11-18 07:43:43,0.5274930667435295
_uisce,浙江,想你的夜好难熬(T^T),2,2025-11-18 00:14:47,0.3862439082166711
意大利面条z,山西,好喜欢这首吧！睡前听暖暖的🥹,1,2025-11-18 10:03:31,0.9757009555157196
SadevilTnT,湖北,我爱宇宙草,1,2025-11-18 09:49:51,0.9949185729081677
AL锋润,云南,依旧好听,1,2025-11-18 01:47:55,0.48726267032244897
洗洗洗洗洗洗洗大王,北京,支持,1,2025-11-18 01:45:13,0.626712328767123
2teeeeeeeeeeeeeeeeeeeeeeeee5,重庆,抓住一首好听的,1,2025-11-18 01:41:08,0.4399812732364502
喝口龙舌兰,陕西,好好听！,1,2025-11-18 01:16:02,0.46175896454978704
烧麦吃烧麦,湖南,妈妈,1,2025-11-18 00:44:32,0.8571428571428572
OneFourth,江苏,Missing u,1,2025-11-18 00:00:33,0.2784174005786142
陶子龙Dop,安徽,好听,0,2025-11-18 10:26:35,0.33333333333333337
宇宙世界草,马来西亚,怎么网易云不是小利,0,2025-11-18 10:04:10,0.49526906228869483
