用户名,用户城市,评论内容,点赞数,评论时间,情感得分
小帅数学最low,黑龙江,冬季的罗生门太有感觉了，张子豪老师和梨冻紧老师一定要多多合作啊！！！,15,2025-11-21 23:51:40,0.5259891875889225
愚人节RH,天津,《罗生门》的组合吗 有意思 火前留名🔥,10,2025-11-21 22:13:16,0.9504688227230247
花菜统治世,江苏,新歌真的还是很高质量好听[心动],2,2025-11-22 19:07:05,0.9734219679913113
小帅数学最low,黑龙江,这个“sha-la-la-la”的调太好听了，张子豪和梨冻紧，姜云升和沙一汀，法老和小精灵，这三个组合也太顶了,1,2025-11-22 21:57:27,0.003087399466273677
草原米白奶油布丁,海南,太搭了，舒服,1,2025-11-22 20:52:59,0.5517240918921944
头发有点呆_聡,江西,行,1,2025-11-22 20:45:50,0.5495207667731629
我怀念的wow,云南,好事多磨我们慢慢来,1,2025-11-22 20:12:57,0.8614422418767737
钟爱泡椒-阿白,辽宁,懂！,1,2025-11-22 17:53:55,0.5230352303523035
求现秋,云南,别浪费我的节奏  我是主角 气氛也刚刚好,1,2025-11-22 17:12:15,0.8992741888017202
-小清烨-ovo-,贵州,好听,0,2025-11-22 21:06:34,0.33333333333333337
小漠----,广东,我来辣！,0,2025-11-22 21:01:18,0.5384615384615385
鑫澄--cz,宁夏,前排,0,2025-11-22 20:46:10,0.5
头发有点呆_聡,江西,十1,0,2025-11-22 20:46:01,0.35480947708129973
Zizii_yfEo,江苏,梨冻紧老师的嗓音也太好听了，，,0,2025-11-22 20:23:02,0.2268641710920839
狂奔至腐烂就好,广东,拼好饭 [大笑],0,2025-11-22 20:22:47,0.6075185466847264
1727227797,新疆,这么好听评论为什么这么少,0,2025-11-22 20:12:14,0.18358196155884687
玊尔-3,福建,巡演巡演,0,2025-11-22 18:29:37,0.867856953614426
玊尔-3,福建,哥，巡演搞起来啊,0,2025-11-22 18:29:19,0.5656661759462993
玊尔-3,福建,慢慢来,0,2025-11-22 18:29:01,0.9375
小玥妄想被爱,黑龙江,必火 懂？,0,2025-11-22 17:45:10,0.520693611995032
xllas,江西,火钳刘明,0,2025-11-22 17:26:20,0.7376669139551424
考场演变后朋克,云南,我赌它必火,0,2025-11-22 16:47:26,0.8991522246478526
吃点小酸菜,江苏,挺好听的啊咋评论这么少,0,2025-11-22 16:26:07,0.3629291034566927
乳_猪,辽宁,2026年听到这首歌的人会超幸福,0,2025-11-22 14:51:25,0.9762537165832595
触不可及的温柔,山东,火钳刘明,0,2025-11-22 14:51:10,0.7376669139551424
乳_猪,辽宁,好喜欢副歌部分！,0,2025-11-22 14:51:00,0.8201779658650382
料峭春风吹酒醒山头斜照却相迎,河南,你不早说,0,2025-11-22 14:47:57,0.24968287567671577
