用户名,用户城市,评论内容,点赞数,评论时间,情感得分
1993年的风,,真好听，像北京的秋天一样美好,400,2022-10-05 11:13:00,0.7048581645845994
-湖心,,这首歌浓缩了我对台湾新浪潮的所有美好回忆,228,2022-08-11 21:11:14,0.9989779986094046
弹琴不努力,重庆,以前的歌真是充满着爱与希望，现在很少有这种类型的了,161,2023-03-13 22:36:59,0.9709277706985129
小薛鸭鸭,北京,狂野时代来的在哪🙌🏻,112,2025-11-21 16:48:00,0.7920797317264369
葉拾貳-,,买一朵玉兰花 消解这夏天的忧伤。,108,2022-09-06 08:52:18,0.9728138571086744
魔法少女Pine,,听这歌会有一种可以爱你一万年的错觉,81,2022-08-25 16:31:42,0.9718856546593808
liameee,江苏,毕赣的电影就像是在这个狂野时代下的一朵玉兰花。尽情绽放吧。,70,2025-05-23 10:20:20,0.9991881048178411
薰eva,,四月总是最好，和煦而芬腴，明静且青葱。,61,2020-03-20 21:55:42,0.7488137513818508
午夜心碎机器人,澳大利亚,今天看了狂野时代 这首歌一出来就眼泪出来了 我想回家了 我想呼吸祖国的空气了,48,2025-08-13 22:52:46,0.9997657923250827
琳熙美,山东,华语的慵懒风格，只有台湾那边才会,42,2022-10-20 08:29:35,0.8035644864689921
Singer土根,四川,这首歌千万不要被晨光文具店的人发现,33,2023-11-05 11:24:27,0.32892820835708103
_黄三思_,,天气还不热的时候，玉兰花开得很盛的初夏，过天桥去公交站搭乘回家，总会看见婆婆们静静地守着一个小小簸箕，簸箕内是几朵将开未开的花骨朵，不管是白色偶尔夹带着粉紫的玉兰还是香香的栀子，挂在胸前的那一刻都觉得好看极了。,33,2019-05-27 14:48:16,0.9996100823618786
糸冞杏丘,河南,电影里李庚希唱的更有感觉 这个也好听 不一样的感觉,29,2025-11-22 21:15:46,0.7265200850170354
莹仔新家,湖南,原唱也好好听！能不能出一个李庚希唱的版本！电影里突然拿起麦克风开唱的时候，虽然有点莫名其妙但真的有被打动到[流泪],27,2025-11-22 23:14:17,0.9981340794571661
盐11111,山东,电影里女生开口第一句就把我迷住了，太好听了,18,2025-11-22 23:35:11,0.7268276977454782
JLOasan,北京,钢琴曲是真的 延时药也是真的 你也是真的,6,2025-11-23 14:29:52,0.45507053530041897
-周生-辰,陕西,狂野时代的兵在哪儿,5,2025-11-23 14:51:14,0.7920797317264369
王铁锤lp99,浙江,真的是邰肇玫唱的我去,3,2025-11-23 15:49:41,0.43898983765365107
GMSYI,新疆,原来这一切都是真的，阿波罗的千禧年也是真的,3,2025-11-23 15:36:47,0.8250422487159045
尤-奈,江苏,我在等狂野时代来的鸟姐鸟哥,3,2025-11-23 15:29:24,0.9463647493391764
渝绠,江西,这首歌好听[超好听]呜呜呜狂野时代里李庚希唱的也真好听[哭哭]表演太灵了！！我爱李庚希！！！,3,2025-11-23 15:11:06,0.9866413811043923
幻听LZ,广东,因为玺子哥的电影来听的[色][色],2,2025-11-23 15:45:27,0.26623801335698094
扭扭ker,浙江,让我们猜猜下一部毕赣会用邰肇玫哪首歌呢,2,2025-11-23 15:36:28,0.7694566765018674
手指断了,江苏,狂野时代来的,2,2025-11-23 15:11:28,0.8088468949888838
她把音乐搂住,贵州,毕赣在狂野时代构建的那个迷离、潮湿的梦境，“迷魂者”在现实与幻觉间的挣扎求索，总让我不断想起黑塞笔下的悉达多——那种在尘世欲望与精神超越间的流浪与叩问。他们都承认：通向神性，必先完整地穿过人性的荒原。而我们每个人，在各自的凯里与锡兰，都在进行着一场伟大而平凡的朝圣。,2,2025-11-23 14:58:05,0.9999999999808722
你的第四只猫,湖北,自此，下次再听到这首歌的时候，就把我带回1999年的最后一个夜晚，迎接千禧年的日出吧,2,2025-11-23 14:56:40,0.9644819500677032
籽曰籽,广东,来了,1,2025-11-23 15:43:59,0.5262327818078083
haauji02,四川,鸟姐来了,1,2025-11-23 15:40:24,0.5
GMSYI,新疆,很棒的歌！！！,1,2025-11-23 15:36:06,0.7788757700920899
云村村民164407384240998,云南,从《狂野时代》来的,1,2025-11-23 14:50:20,0.8088468949888838
波妞youyou,浙江,听到这个音乐的那一刻，脑海里突然涌出的全是阿波罗,1,2025-11-23 14:35:11,0.9972181508262943
助首歌仔,广东,真的叫邰肇玫,1,2025-11-23 14:24:24,0.8047963332924157
GMSYI,新疆,补药在别人的歌下面刷吧（感恩的心（虽然看见同道中人我也很开心,0,2025-11-23 15:35:52,0.9860574858648167
J-inTaN,福建,电影、文学、音乐；究其艺术的时代价值已穿梭百年。过往皆成沙砾，人类闪耀之时。人类消亡，艺术暗淡。 1999年的人们对千禧年的未知与兴奋不亚于现在的我们期盼未来，但我们还夹杂着不安……,0,2025-11-23 15:33:40,0.9999999999993134
_虎皮蓝,河北,爱陈光爸，爱陈光妈，满溢多余浪花,0,2025-11-23 15:28:11,0.9626314452170109
兰舟催发1709,北京,来了来了,0,2025-11-23 14:37:13,0.8333333333333333
邱默云嫁给我好吗,湖南,来了来了,0,2025-11-23 14:34:58,0.8333333333333333
波妞youyou,浙江,玉兰花！！！,0,2025-11-23 14:34:51,0.3667020104887918
ilook2,重庆,好喜欢,0,2025-11-23 14:31:03,0.7997299135570182
原来是小周唷,山东,爱晨光吧,0,2025-11-23 14:18:36,0.7280131706957762
