用户名,用户城市,评论内容,点赞数,评论时间,情感得分
和宿醉,广东,游老师不是郑润泽的替身，游老师就是游老师,1968,2024-10-10 23:25:32,0.9998883136050531
我家产品狠狠做,辽宁,妈呀，我留个屁股，这歌不出三年必火,1024,2024-07-16 21:32:21,0.1407238747339833
pu今日店休,山东,这么有品的歌到底是谁在听[惊恐],525,2024-12-07 22:02:23,0.6955005692371858
_佐_助,安徽,请各位依次领取“小众挖掘王”金牌奖🥇,525,2024-11-16 14:33:34,0.9184197236214496
杳杳阿_,广东,游老师就是游老师！！！大家能不能别说郑润泽啊啊啊[西西惊吓],506,2024-10-14 21:51:55,0.9987840453724436
Susinkk_,江西,常年听游老师的人都目光炯炯有神，非常自信，且智商逐年上升，最后完全成为天才。听游老师会改造身体结构，预防各种不治之症。人一旦开始听游老师就说明这个人的智慧品行样貌通通都是上等，这辈子都能在任何地方风姿飒爽。听游老师的人具有强烈的社会正义感，对治安稳定有巨大的贡献，保护普通人的生命,421,2024-06-19 20:09:03,0.9999999999978546
芋泥Relish,广西,一个赞回来听一次 怕太久没听😜✌️,285,2024-08-09 23:45:54,0.5747764666386893
风作爱的信使,河南,给我的感觉就像两个人在晕蓝色笼罩的房间里，他按耐不住压抑已久的贪念，与心心念念的她十指相扣，享受听她绵软无力地喘息声，她发丝凌乱，而时间无声且飞快流逝，就像歌曲结尾戛然而止，他从梦里一下子拉回现实，恍惚，失措，又意犹未尽。,251,2024-11-02 01:15:08,0.9999999993974233
缺陷审判,广东,这首不收藏了。有赞提示再回来听一遍。,241,2024-09-03 13:46:34,0.9655088718641527
請求世界遺忘我,陕西,点赞的人 私信会收到一条天天开心哦,230,2024-08-04 23:02:11,0.9978939143785281
雨在晴天落下,广东,谁和我一样是随机到的请举手,215,2024-11-23 15:09:30,0.47390746934373895
o-喜欢你-o,新疆,豪庭👆🤓，按下此神秘小按钮可召唤我再听一次👉,212,2025-08-08 14:52:06,0.518248388349664
薛猪猪-Y,浙江,想说的话都嵌在指尖 刻在背面。,182,2024-09-27 17:09:01,0.24724415742112704
狗的黑粉,贵州,以后要再养只黑猫 取名深渊 当你凝视深渊的时候 深渊会不好意思的喵一声再偏过头去,152,2025-04-03 16:48:30,0.3372924395167942
想个名字想跳楼,江西,能换个封面吗？像小偷，我微信状态不好意思发[流泪][流泪][流泪][流泪][流泪],143,2025-02-12 11:44:03,0.9760843156026636
清晨五点am_,四川,怎么又被你们发现这首歌！,2,2025-11-14 00:41:59,0.734684314288858
予落情,天津,想在永恒的梦中烙印出独属于我们的碎片,1,2025-11-13 16:43:27,0.9998711384585137
Valleyyboy,吉林,节奏好,1,2025-11-11 23:06:58,0.7968241745247633
魚思凌,广东,好听哦,1,2025-11-08 09:28:35,0.33333333333333337
Lao瑶,广东,好听好听,1,2025-11-07 11:24:17,0.1837233963534416
泽光碎在我心上,马来西亚,暧昧的歌我最爱听了,1,2025-11-05 23:05:44,0.9466073385164177
此梦回,山西,期待了[爆笑][亲吻][亲吻][亲吻]，加油哦,0,2025-11-15 04:12:20,0.9865938508307645
就睡会-,四川,真的吗真的吗[心动],0,2025-11-14 12:22:55,0.8948091465401529
鸠勾,中国香港,好的,0,2025-11-13 16:00:40,0.6558628208940429
缘解冻,江苏,来了来了,0,2025-11-12 19:59:48,0.8333333333333333
煮和酒,河南,🉑🉑🉑,0,2025-11-10 22:31:37,0.5
小殷控,贵州,🉑,0,2025-11-10 08:09:40,0.5
SusieVivian,山西,o( ❛ᴗ❛ )o,0,2025-11-10 00:28:12,0.44767845850986676
诉言半点奇,河北,收到！,0,2025-11-09 18:51:45,0.3747954173486089
朝阳东升UU,山东,也不很像啊，谁在说，真服了,0,2025-11-09 13:19:33,0.06587080251246447
浮沫填充图册,安徽,🉑🉑🉑,0,2025-11-09 12:20:47,0.5
降七和弦,湖北,ok,0,2025-11-08 00:43:37,0.5262327818078083
凌晨零点midnight,浙江,好！,0,2025-11-07 09:37:51,0.6558628208940429
半夜三更的林黛玉,广东,哇,0,2025-11-07 01:35:54,0.5262327818078083
-冰洛-,山东,蹲！,0,2025-11-06 23:14:01,0.6428571428571428
别刀我了求你,河南,那说啥了我来了👄👄,0,2025-11-06 18:38:21,0.36572569315150527
为臆想,湖北,蹲蹲蹲,0,2025-11-04 22:18:25,0.8253905443645495
夏酱的世界加载中,陕西,看到你第2次啦,0,2025-11-03 22:53:44,0.28490639619802915
絮语Selenophilia,天津,这首歌太好代各种美味产品了啊啊啊啊ლ(´ڡ`ლ)亚米亚米,0,2025-11-03 19:51:11,0.882364877572866
听到别回答,山东,可可可,0,2025-11-03 10:10:25,0.2500000000000001
