用户名,用户城市,评论内容,点赞数,评论时间,情感得分
柚之谦,湖南,回头看看 其实9年制义务教育里 最重要的一本是 思想品德 有点薄有点难 你不背我不配 谁也别怪谁                                                  ——薛随笔,716,2025-11-21 20:30:37,0.6802931987124682
跃醒,湖南,《顽疾》是深陷其中无法自拔.. 《湖泊》是坠入深渊垂死挣扎.. 《平庸》是逐渐释怀慢慢放下.. 《装货》是隔岸观火不再奉陪..,278,2025-11-21 20:35:10,0.9910024050974747
远远雾,湖北,只有谦友才知道这一个月有多少爽,189,2025-11-22 01:32:55,0.9786019740966372
秋求囚,浙江,谦友们 快去QQ音乐和酷狗给装货投投票！一天之内两个平台到10w才有完整音源！！,177,2025-11-21 21:01:19,0.7636689648321556
佩妮小姐-,四川,说实话这首歌如果是老薛独立完成整首歌 会更惊艳 娜娜的声音有点撑不起这首歌,70,2025-11-22 02:53:31,0.999999685646243
Zero灬L,上海,先不说唱歌什么的，老薛对新人真是没得说，不选门尼，让出装货优先权，邀请娜娜，真的在用自身行为在影响世界,63,2025-11-21 23:42:30,0.9999443102953183
柚之谦,湖南,承蒙关照,41,2025-11-21 20:30:41,0.23082833962758653
房东没有猫OVO,浙江,朋友圈永远飘着马卡龙色泡泡，九宫格里挤着角度刁钻的下午茶，配文是抄来的网易云热评，定位不是CBD酒吧就是外滩米其林。人均两千的日料账单要用六期免息，看似随性放在咖啡桌上的车钥匙，出了摄影棚就得乖乖还给共享汽车APP  楚门的世界，虚幻的世界，真是煞风景,29,2025-11-21 23:46:23,0.9999763204255846
不會有我,福建,这个精装的社会，把人类塑造成一个个复制品一般的装货。外表精美绝伦，内里腐朽不堪。伪装的外皮下藏着从未露面的真实，虚与委蛇啊… 谦你改词真的牛逼！永爱！,28,2025-11-21 23:58:27,0.9999999858250219
森茶ForestTea,广东,感觉自己被骂装货了哈哈哈哈哈（,26,2025-11-21 23:40:51,0.8539381185332935
钟念之Z,江西,怎么才两分钟 没唱完吧,26,2025-11-21 22:12:09,0.5987630042643239
宝娜xi,北京,为啥两分钟啊姐妹们！！！完整版在哪啊,24,2025-11-21 21:22:26,0.027161823695348253
小雪烟花,河南,我是装货[笑哭了][笑哭了],20,2025-11-21 22:14:16,0.9483931447387589
跃醒,湖南,世界和平,18,2025-11-21 20:35:49,0.9750639927823019
是江辰的小猫,河南,我也是这样想的。。但是娜娜唱功进步很多了 老薛的声音更具代表性会更惊艳,15,2025-11-22 08:25:45,0.9999999647264058
那妳去絲,山东,人类为了合群 装幸福 装残忍 装好人 装漂亮 装刻薄 装纯 装明白 装清新 没有不装的人 不装也是装的,2,2025-11-23 15:39:07,0.9514568986936437
苏沫_BWBJ,浙江,这首歌一出不知道网上还是朋友圈炫富的哥们都要破防,2,2025-11-23 15:07:33,0.37948379706603386
青Queen青,广东,这个月太爽了，一周一首新歌[色]，而且不同类型的歌，含义不一样，都好好听啊~我的薛宝辛苦了[憨笑]！！,1,2025-11-23 15:01:25,0.996719370653577
聪明的大笨狗耶,江西,怎么都喊自己装货,0,2025-11-23 15:58:26,0.5506133218940098
没错我是薛之谦的小迷妹,湖南,好听  为啥卡住了,0,2025-11-23 15:46:14,0.005629585261074821
