用户名,用户城市,评论内容,点赞数,评论时间,情感得分
进击的小天天_,,火星老仙，法力无边！[色],82542,2017-02-20 12:23:04,0.20939773416998364
咆哮的小清新___,,网易终于有了，时隔三个月[大哭] 久得我都忘了我有翻译过[大哭][大哭][大哭],38064,2017-02-20 13:11:05,0.9688127582453726
xi是现实里的童话的童话,浙江,迈克杰克逊的灵魂分成了两半，一半是火星哥，一半是盆栽哥[流泪],19760,2023-07-15 10:38:59,0.7970250722855051
帐号已注销,,Thats What I Like![亲亲]这周终于上线了啊啊啊啊啊啊，真的是一大喜事[大哭]这首歌充满着欢快的气氛，但歌词还是慢慢的壕气，这周上b榜了，快点冲冲冲，不要peak啊啊啊啊啊啊,19150,2017-02-20 12:02:48,0.9998535137066192
fannywe,江苏,智者不入爱河，台湾属于中国,18887,2023-08-17 10:06:18,0.9981346376864172
帐号已注销,,第一句I got a condom in my hand[呆][呆][呆],16062,2017-03-03 18:04:01,0.1377054342090368
请吃便利店,福建,写作业千万不要听这种音乐。不然你就会像我一样两个小时什么都没干，在那里觉得自己很屌。,15006,2024-12-22 03:16:22,0.34815503945442017
直白炽烈,,凯迪拉克在美国人心中的地位是真的高啊…,12705,2017-04-01 17:12:22,0.9784300926045819
喉咙痛就好饮曹清华,,开心的像个一米5的孩子,12244,2017-04-02 11:42:16,0.8577835776113713
ten煜,广东,太好听了 感谢我妈把我生下来了,11645,2024-05-28 23:42:53,0.33349154759012356
云村村民95819953165120336677524,,就喜欢火星这股子骚气满满，太帅了，听着感觉全世界我最屌，不服来战[奸笑][吐舌],9005,2017-02-20 13:38:00,0.09161479589473276
右心丶,,喜欢的歌手没有很多，火星哥就是其中之一。,8686,2017-02-20 12:30:04,0.9156283078637042
ABLIKM-YEP,新疆,我歌单好乱，感觉上一秒刚躺在坟墓里感叹世间炎凉，下一秒就有一颗重金属核爆炸到了我的坟里,8625,2024-02-04 19:35:11,0.9845516483863789
妄想屋,新疆,还挺喜欢这种有些奢靡感的歌词，虽然很有钱但感觉是那种很有活力蓝天白天游艇，开跑车逛海岸线，吃吃大餐欣赏美景的感觉，不像是那种有钱然后xd某天死在浴缸或者枪下那种感觉。,6834,2024-05-24 04:35:30,0.9996418847398247
A懒晴_,广东,冷知识：你的crush其实并不出众，只是你的喜欢给他加了滤镜,6535,2024-03-06 06:50:31,0.4299969504274187
S-el-ene,湖北,“你会做饭吗?” “不会，但我饿了” 👨🏻‍🔬→👨🏻‍🍳,1,2025-11-23 14:20:51,0.22392954884745508
A-Sunrise0502,山东,嗯。。。所以是啥。,1,2025-11-23 13:54:57,0.4843517138599106
雪绾怡思,四川,[VIP],0,2025-11-23 14:33:21,0.5
miouniiu,重庆,mua,0,2025-11-23 14:26:21,0.5
miouniiu,重庆,[VIP],0,2025-11-23 14:26:00,0.5
_冧風_,山西,[VIP],0,2025-11-23 14:23:56,0.5
帅拉了啊没办法,新疆,[VIP],0,2025-11-23 14:05:51,0.5
秋未远Y,广西,就是时代峰峻的两个人 左奇函和陈奕恒,0,2025-11-23 14:01:26,0.9651089645636376
小椰困困zzZ,浙江,真的,0,2025-11-23 13:58:02,0.5305096913137115
i瑞瑞小天才,江西,[VIP],0,2025-11-23 13:56:02,0.5
缘总薄如冰,广西,[VIP],0,2025-11-23 13:34:14,0.5
茉海的山茶花,河北,[云比心],0,2025-11-23 13:21:24,0.752384016000587
沈眠__,安徽,[VIP],0,2025-11-23 13:13:29,0.5
眼痕雨,湖北,[VIP],0,2025-11-23 13:12:08,0.5
眼痕雨,湖北,[VIP],0,2025-11-23 13:11:40,0.5
妳像东京一场雪,吉林,[VIP],0,2025-11-23 13:08:49,0.5
银杏叶cn,湖北,我在不作业 要写不完了😭,0,2025-11-23 13:01:52,0.7354690376050854
i菀小天才,黑龙江,是的是的,0,2025-11-23 13:01:05,0.5262327818078083
阿米1009,浙江,[VIP],0,2025-11-23 12:57:36,0.5
阿米1009,浙江,好听,0,2025-11-23 12:56:59,0.33333333333333337
超级派大狗,河南,（๑⃙⃘´༥`๑⃙⃘) 𐂐,0,2025-11-23 12:55:33,0.4737672181921908
迷你世界下大雨了我处理不好,河南,[VIP],0,2025-11-23 12:53:39,0.5
珊多拉水云,重庆,[VIP],0,2025-11-23 12:51:12,0.5
Elkan丶X,浙江,666那我恭敬不如从命了,0,2025-11-23 12:48:07,0.44767845850986676
Cgiter_,北京,哈喽👾,0,2025-11-23 12:42:24,0.5122783096101873
