用户名,用户城市,评论内容,点赞数,评论时间,情感得分
帐号已注销,,妈的这么多年终于看到一只把耳机戴对位置的兔子,203470,2016-03-13 12:24:55,0.9724036678960088
彦彦彦彦彦yan,,后来，朱迪问尼克:“那天在车管所，你为什么要给树懒闪电讲一个笑话？”          “那样我就能和你呆一整天了啊”尼克说。,105352,2016-03-17 12:40:48,0.5726697428426158
-BONDING-,,这个cp火后，兔死狐悲就是个虐梗了,80694,2016-03-12 17:38:39,0.9988094412930788
TRB-HZJ,,树懒你来念我的四级听力好不好[大哭][大哭][大哭],75280,2016-03-23 13:58:43,0.9984160201071897
仓鼠屁股,,你就承认你爱上我了吧！！,51325,2016-03-04 21:32:58,0.45808847231269334
生如逆旅罢惹,,为什么动物城没有狗，因为被兔子和狐狸秀死了,43636,2016-03-17 21:27:59,0.9447254185667752
都比-,,我知道很多看完电影的一定回来网易云听听歌顺便看看影评~,33092,2016-03-04 20:19:39,0.9962580988552476
CoCoSTAR,,看完后我就觉得喜羊羊TM终于成反派了，简直大快人心啊！[大哭],32499,2016-04-04 21:27:52,0.9996106321200527
小赤JUN,,现在22，我会告诉我以后的孩子，你爸爸之前看过一部叫做疯狂动物城的电影，然后在电影院遇到了你妈妈。,24964,2016-03-14 09:09:40,0.9998953796431012
EstherIsabelle,,Shakira的聲音真的很好認啊~Zootopia是一部很棒的電影，或許對小朋友來說只是一部充滿毛絨絨可愛動物的卡通，但是片中所傳達的訊息真的會讓人產生共鳴並進一步思考，說本片是Disney的里程碑都不為過[色],23025,2016-03-04 14:06:27,0.9890321271569203
收容专家,,今天刚看完电影，电影传递的正能量让人不忍拒绝。朋友，梦想，努力，坚持不懈，是人生的财富。看完以后觉得很深刻，笔力有限，恕不能直抒胸臆，但是好片无国界！,20547,2016-03-04 17:38:55,0.9999991296520773
柒薄洌,,你知道为什么树獭动作那么慢 车却开得那么快吗？ 答：因……为.......他....一脚.....油.....门........下去.......很久.....才能.....松......开[大哭][大哭][大哭],11477,2016-03-12 01:33:19,0.000119268558125607
咬胸,,并不是所有女孩都是用糖果、香料和美好的东西做成的。有些女孩，生来即代表冒险，美酒，智慧与无所畏惧。,10030,2019-10-15 11:29:36,0.9999686991883058
Ainominakoxx-,,“成年人看到政治讽刺和阶级偏见，青年人看到追求梦想，儿童看到可爱的动物”,9479,2016-03-08 22:26:33,0.9999974635843826
杖尖的荼蘼永不凋落,北京,迪士尼那么多王子愣是没干过一只狐狸,8547,2024-05-02 01:02:19,0.8827832354846351
酸甜的山梨酸钾,广东,喂 手机对面的 天天开心[蛋仔大笑],3,2025-11-23 14:06:58,0.9705249758349138
喜茶不加茶,福建,疯狂动物城2终于要上映了,3,2025-11-23 12:22:29,0.870542273585142
鬼畜的氢原子,河北,九年了，我终于等到疯狂动物城2了[哭哭],2,2025-11-23 12:55:32,0.9833745817779499
黒裸,福建,哈喽,1,2025-11-23 13:07:47,0.5384615384615385
你的大大大大神,广东,我来啦,0,2025-11-23 14:49:00,0.5262327818078083
是丁婆和龙眼,福建,现在呢,0,2025-11-23 14:47:03,0.5262327818078083
是丁婆和龙眼,福建,真的,0,2025-11-23 14:46:23,0.5305096913137115
-玥魚-,上海,上映了上映了！还有4天！,0,2025-11-23 14:44:07,0.23874118443699177
世界下起了小猫雨_,贵州,快去看吧,0,2025-11-23 14:42:09,0.7546215180404883
世界下起了小猫雨_,贵州,马上就上映了,0,2025-11-23 14:41:59,0.5155016601368635
廿三里_CnBy,福建,好了，确实就是2025年。,0,2025-11-23 14:38:56,0.7619667315065212
lover_tl,浙江,现在要上映啦,0,2025-11-23 14:30:31,0.5
_白露横江,江西,不在今年,0,2025-11-23 14:25:21,0.3693910911319984
响Eohe,广东,马上就要上映了[爆笑],0,2025-11-23 14:18:37,0.8889408369938726
kkzdd,北京,这是真的哈哈哈,0,2025-11-23 14:18:30,0.8703698288358035
睡不醒okrrr,广东,快了,0,2025-11-23 14:11:00,0.7164835164835165
IeohPen_Lam,广东,快了[脸红],0,2025-11-23 14:04:24,0.6093711820505608
天幺明,四川,答对了[脸红],0,2025-11-23 14:02:00,0.07409050591381894
用户7954204965,上海,要上映啦[蛋仔坏笑],0,2025-11-23 13:56:27,0.5712842306050879
Tir1Rib,新疆,是真的[笑了],0,2025-11-23 13:52:49,0.703591813386231
到库,湖南,是真的,0,2025-11-23 13:50:31,0.5305096913137115
肉肠不加肠,广东,疯狂动物城二好像要出了[嗨起来],0,2025-11-23 13:34:33,0.5026940316181233
LOPu67,新疆,5年了，就要上了[憨笑],0,2025-11-23 13:31:32,0.43993852545303413
则做,广东,我想约你一起去看疯狂动物城2,0,2025-11-23 13:00:57,0.8647616411617535
ALett2u,湖北,要上映啦,0,2025-11-23 12:46:55,0.5
ALett2u,湖北,马上要上映啦[吐舌],0,2025-11-23 12:46:42,0.48925139457575706
diamondd_mine,广东,来了,0,2025-11-23 12:45:59,0.5262327818078083
safely_zCJK,湖北,疯狂动物2要上了好期待啊[心动],0,2025-11-23 12:38:17,0.9775926955985274
微凉青刺绣,广东,想看,0,2025-11-23 12:35:11,0.6048889791916946
