用户名,用户城市,评论内容,点赞数,评论时间,情感得分
百事可樂可口也可樂,湖北,妮儿，俺真滴稀罕你,2,2025-11-22 23:06:41,0.9597773306801671
鱼的L次方,山东,安阳，就这个山东银愿听的锅儿,1,2025-11-23 02:48:59,0.577342395155155
驱影并非妖法,山东,山东也有自己的西海岸,1,2025-11-23 01:38:58,0.8139662851451774
糖果相机,山东,不孬嘞[手动狗头],1,2025-11-23 00:52:18,0.38794726763677734
--Pure--,重庆,山东话好好听,1,2025-11-23 00:40:48,0.7635323153622826
阿靖不知道,山东,外省的朋友们，山东话一定要听三遍才能听懂，如果你听了三遍还是没听明白，那也没事，反正山东人就是想跟你们说三遍love u,1,2025-11-23 00:24:22,0.9911385822828963
夕嘻yu喆,山东,小伙子，俺真滴稀罕你,1,2025-11-22 23:52:18,0.6466018002626384
可爱的萌萌鲨,浙江,豪庭👆🤓，按下此神秘小按钮可召唤我再听一次👉,1,2025-11-22 22:54:38,0.518248388349664
昨日奇幻茶花,山东,是真哩稀罕你,1,2025-11-22 22:52:50,0.5042906456488253
八巷老爷,山东,山东人集合！,1,2025-11-22 22:52:39,0.8446589649078425
淮枝雪__,河北,哇塞好好听,1,2025-11-22 22:08:56,0.37046447508330993
-ZANZAX-,广东,好好听,0,2025-11-23 02:32:33,0.46175896454978704
上点心r,重庆,爱爱爱爱爱,0,2025-11-23 02:02:57,0.8442857158157802
月亮河的故事,山东,山东也有自己的rap[很棒],0,2025-11-23 01:26:29,0.9574086825063441
Hughleigh,江西,1,0,2025-11-23 00:56:42,0.32689832689832665
糖果相机,山东,[脸红],0,2025-11-23 00:52:54,0.40675712327807934
永远de渐近线,江苏,尊嘟假嘟[问号],0,2025-11-23 00:40:41,0.16751868989892305
二哈在线钓鱼,北京,前排,0,2025-11-23 00:22:08,0.5
3岁就很霸道_9sJq,山东,占前排,0,2025-11-23 00:20:32,0.41497444523570104
蓝色妖姬MC,河北,前排来占位置[手动狗头],0,2025-11-23 00:18:00,0.6195622513701728
想你失眠夜z,山东,俺跟她说俺真滴稀罕你~,0,2025-11-22 23:45:54,0.378631313588244
刘蛋没实力,山东,这歌也忒稀罕了[心动],0,2025-11-22 22:52:03,0.8222982151325868
璐璐不瘦,山东,非山东情歌,0,2025-11-22 22:41:34,0.8206819346447605
有点难受理科太烦了,江苏,包火的这个歌,0,2025-11-22 22:20:25,0.7015622526298516
日乌莴,山东,来了[心动][心动][心动][心动],0,2025-11-22 22:17:07,0.9942769308158425
