用户名,用户城市,评论内容,点赞数,评论时间,情感得分
啥啊我是蛙卵,广西,感觉好高级，所以其实这句话是对husk说的吗！,1,2025-11-23 02:14:39,0.36751166817136305
沏曦祗,重庆,神曲,1,2025-11-23 02:04:00,0.5
谷江山的狗1号,江西,豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便]豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便] 豪庭[色]剧情好[便便],1,2025-11-22 23:24:19,1.4096414258091272e-08
桂花粥_C0cr,四川,好好听啊,0,2025-11-23 10:09:26,0.46175896454978704
该用户已准备上吊,江西,99,0,2025-11-23 09:40:21,0.4545454545454545
绝望的画师,浙江,客栈二好难看,0,2025-11-23 08:15:13,0.1417795875366974
ttttttyyxx,安徽,just because I don't have a pretty face?,0,2025-11-23 01:26:04,0.08690974029345
你该去看病,辽宁,圈外人……实在太好听了…,0,2025-11-23 00:39:51,0.2589376484770646
掌旧忆,河南,angel你真的是天使。,0,2025-11-22 23:35:38,0.9197647192668423
山裕捋,新疆,啊啊啊啊啊啊啊啊,0,2025-11-22 23:31:35,0.9833632823559683
longqi--,辽宁,第二季拉完了多听听洗洗脑子吧[哭哭],0,2025-11-22 22:28:13,0.49939832283956975
llllli离,湖北,这季觉得最好听的一首！！还有。明年才能看第二季。好伤心，第二季咋就八集！！,0,2025-11-22 22:00:39,0.9926275845673325
唯夏摆烂未遂,山东,《艾米丽》,0,2025-11-22 21:07:09,0.6310738306614397
睡睡睡明天见,陕西,好听[哭哭],0,2025-11-22 20:10:58,0.6981395957673916
