用户名,用户城市,评论内容,点赞数,评论时间,情感得分
悲伤水色,广东,某个粉色软件终于结束后台播放器的使命了^-^,1552,2025-11-19 09:09:09,0.9774708998616795
钟亦于忠一,贵州,31号发布的神秘后脚跟在经历19天的审核中终于上线了[哭哭][流泪][泪目],797,2025-11-19 12:25:25,0.9194448923909326
jqwjw_w_,广东,快躺下 过两年我们就成古人了[大笑][西西心动],555,2025-11-19 23:34:27,0.7421329561556356
未来进行时x,江西,请让我说些肉麻的话🥰人家超想和你结婚❤️你是说[生病]结婚[惶恐]怎么可能啊[惊恐]（奇美拉高级叫声）派对🎉派对🎉派对🎉派对🎉今天是31号🤪南瓜🎃南瓜🎃南瓜🎃南瓜🎃teto是31岁🤫僵尸🧟‍♀️僵尸🧟‍♀️僵尸🧟‍♀️僵尸🧟‍♀️今天是31号🤪糖果🍬糖果🍬曲奇🍪曲奇🍪巧克力派对派对派对派对不负责那一个🤪南瓜南瓜南瓜南,535,2025-11-19 17:51:11,0.3936226436189496
WinterTi01,河北,糖巧：上不了周榜了啊 31世：未必😋👆🏻,406,2025-11-19 18:21:16,0.7638410179041973
我的oc不是问答,山东,你最可爱的地方🎉😍是哪里呢🧐脚后跟🤔 会被击穿😝跳出来的东西是什么呢😘🥰心脏吗🤯变大后就会变硬的东西是什么呢🤭🥵啊...😑最让你心跳加速的人😍是😉谁😊呢🥰说的是我对吧🥳是不是搞错了😢 派对🎉派对🎉派对🎉派对🎉今天是31号😜 南瓜🎃南瓜🎃南瓜🎃南瓜🎃南瓜Teto是31岁 僵尸🧟僵尸🧟僵尸🧟僵尸🧟,358,2025-11-19 19:02:49,0.4052776784842289
桃桃蛋酥,辽宁,其实我觉得现在的p主真的很不容易，只有蹭流量搞抽象吃黑流量（没错就隔壁全部删掉p主）才能让别人注意到自己，做的歌曲再怎么高质量好听，不搞点流量完完全全就是连路人都赶不上的小小小p主 这次pv玩了一个国外很有名vtbur的梗就被说抄袭，这个p主好不容易靠仿画风出名让大家来听他的歌又被这么说，害,278,2025-11-19 13:17:27,0.0010412566898720943
帅哥一铭,天津,最近也只有这首歌在B站播放量高点了 还是希望除了爹扣和匹的其他更多P主能发光发亮(没有说他俩不好的意思[流泪]),268,2025-11-19 19:40:26,0.9861224202883613
Leo向叶,云南,那一天，无数术术人从粉色软件爬了出来。。,193,2025-11-19 10:32:31,0.42785516750596275
几页纸上青,广东,雨衣：重音式小作文[手动狗头],160,2025-11-19 13:01:16,0.7663786136454352
Isna_EPA,北京,拖家带口效应发力了,113,2025-11-20 19:33:54,0.7642709336536204
落水y3,河北,终于！！[流泪]这天，所有术术人都从粉色软件涌进了红色软件，看懂的人都哭了,93,2025-11-19 16:55:18,0.9460683007486707
日音网审核管理员,福建,所以现在才上是吗👁👁,81,2025-11-19 08:36:51,0.348091598560893
0米浴0,广东,终于啊，再不来真要成奇美拉了,78,2025-11-19 21:43:03,0.04784604861619912
Vagabond-Skirmisher,河南,依旧后脚跟,78,2025-11-19 00:03:50,0.8183089084777879
