用户名,用户城市,评论内容,点赞数,评论时间,情感得分
鱼输输k,云南,有一种迪士尼，有一种百老汇，有一种音乐剧，总之有一种经济上行黄金时期的好听！,0,2025-11-23 14:23:22,0.9823131704237908
鱼输输k,云南,我从未对你说过我的窘迫 因为你接不住完整的我,0,2025-11-23 14:23:13,0.4720519524500294
鱼输输k,云南,第一次为你流下眼泪的那天 我就失去了离开你的勇气,0,2025-11-23 14:22:53,0.9902301399900649
鱼输输k,云南,很多朋友问我为什么不谈恋爱了因为我一我要存钱看演唱会二我要有时间做数据买周边三我要旅游四我要爱我担我担top 五我还要随时拿着手机看我担的消息,0,2025-11-23 14:22:46,0.6919839843516181
鱼输输k,云南,我曾经给你送过很多东西 我的傲娇可爱 我的犀利语言 我的小脾气 我最坏的一面 最后是我独立外表下那颗柔软的心,0,2025-11-23 14:22:36,0.9813715370871386
鱼输输k,云南,第一次为你流下眼泪的那天 我就失去了离开你的勇气,0,2025-11-23 14:22:32,0.9902301399900649
鱼输输k,云南,她把脸埋进衣服褶皱里 你猜滚落的泪是因为悲伤决堤还是幸福满溢,0,2025-11-23 14:22:28,0.9995569209876312
鱼输输k,云南,好听,0,2025-11-23 14:22:25,0.33333333333333337
鱼输输k,云南,徐坤,0,2025-11-23 14:22:22,0.5
口袋里的温暖9903,江苏,循环ing,0,2025-11-23 14:22:05,0.10450876752956928
蔡是我小秘,广西,蔡徐坤蔡徐坤,0,2025-11-23 14:18:57,0.9480336265684893
来自上面的蚂蚁,四川,不是说厚嗓不行，是他的嗓子不适合这种唱法,0,2025-11-23 14:14:44,0.2490169667750497
Preferenceo,河南,天才,0,2025-11-23 14:13:10,0.5
执爱长歌,甘肃,hey!,0,2025-11-23 14:12:03,0.5
xiecccyyy,北京,惊叹！！！,0,2025-11-23 14:07:42,0.7374946305937141
我说徐坤,湖南,蔡徐坤,0,2025-11-23 14:02:29,0.8182313426953005
-徐霞客-_,甘肃,听着就想舞动的节奏。,0,2025-11-23 14:01:20,0.8514702950125327
隅谒,福建,好听,0,2025-11-23 13:46:46,0.33333333333333337
隅谒,福建,好听好听好听,0,2025-11-23 13:46:30,0.09199658582952375
小锤早点睡,北京,好听,0,2025-11-23 13:32:26,0.33333333333333337
童言无忌_______,河北,以前绝不是偏见，如果现在保持当年的做派，众多小黑子也绝不会粉他，想要真正受人尊敬，靠作品比粉圈打榜更有用，坤哥后续证明了这点，好作品比任何洗地文章更有用,0,2025-11-23 13:19:11,0.9998423389596577
Abby180529,广东,会不会这种百老汇歌剧风格徐坤就是想用这种厚嗓唱呐，不同风格不同唱法，前两首细嗓假音尖音，这首真声厚嗓听感上也不突兀啊,0,2025-11-23 13:14:33,0.5142892435788788
Joe4YAKA花开富贵RichBlossom,宁夏,你坤哥现在是真厉害,0,2025-11-23 13:10:27,0.4356208855245044
柒杳kun,广东,有一种迪士尼 百老汇 歌舞剧的感觉！！！像是经济上行时期的歌！,0,2025-11-23 13:07:10,0.720184213424548
柒杳kun,广东,好听！！！！,0,2025-11-23 13:06:40,0.11823358139345685
薅倭,河南,泰豪庭了[爆笑],0,2025-11-23 13:03:45,0.8621209552107791
迟僵,辽宁,好听爱听，祝爆火,0,2025-11-23 13:02:45,0.507692446177456
恋椿巷,广东,我又来听啦宝宝,0,2025-11-23 12:58:51,0.7954089530879649
WTWS-琳,河南,无论是复古，还是流行曲他都能做很好诶[心动][心动],0,2025-11-23 12:58:33,0.9989094208783341
谎言化作冰,新疆,这也太好听了…此人已无敌,0,2025-11-23 12:56:22,0.870104963393006
Trance_allday,江苏,deadman的时候就给我惊呆了，现在唱的越来越好,0,2025-11-23 12:49:44,0.9864044151667115
敬奀的世界,云南,打卡成功，居然限免！,0,2025-11-23 12:48:55,0.2606279082938059
凝V雪,江苏,好听,0,2025-11-23 12:48:47,0.33333333333333337
法棍老人,北京,坤哥把我带到了上世纪90年代的美好年华里,0,2025-11-23 12:40:51,0.9732841532005267
我的这四年,河南,with today歪日特得[爆笑],0,2025-11-23 12:15:39,0.867856953614426
来自上面的蚂蚁,四川,鼓和贝斯混的太清晰了，吉他的音色也有点太干净了，和这种soul以及后面的管乐格格不入，唱腔有点刻意，也是和低音组一样的质感。其实整体结构是好的，就是制作和混音想法太乱了。还有别这么刻意的唱歌，找到适合自己的唱法最重要,0,2025-11-23 12:11:19,0.998729348299483
訣别鎰,广东,好好听啊！,0,2025-11-23 12:07:39,0.46175896454978704
眼泪是郁的泪,广东,好听,0,2025-11-23 12:06:59,0.33333333333333337
眼泪是郁的泪,广东,大爆！,0,2025-11-23 12:06:55,0.20370311351109804
goodfornothingalltoowell,浙江,好天气,0,2025-11-23 11:59:53,0.457028360359213
大大大YUZ,四川,坤哥出去苦修一坤年，发现内娱还在等他,0,2025-11-23 11:55:31,0.4889818606076395
twinkling满天星,湖北,我真求了[大哭][拜],0,2025-11-23 11:51:38,0.8425524899101777
像杰伦一样喝奶茶的六之语港嵬,四川,会有摇摆乐吗以后,0,2025-11-23 11:49:21,0.957976881138142
私欲寡欢,江苏,压根就没去伯克利,0,2025-11-23 11:41:03,0.09989579263894888
梦魇的海,福建,走过路过不要错过mv,0,2025-11-23 11:32:24,0.843596348891369
xijiaosong19700517,上海,真的好听，很欢乐,0,2025-11-23 11:23:59,0.5799269631412173
一只呆呆怡yi,河南,啊啊啊啊！坤新歌大爆！！点赞的都能抢到内地原价票！！！！,0,2025-11-23 11:22:34,0.8384605289373289
借来的猫_nDiS,湖南,好好听,0,2025-11-23 11:09:50,0.46175896454978704
Yzz_噜噜,广东,大爆,0,2025-11-23 11:02:39,0.20370311351109804
谦谦谦谦让,广东,果然是替王源去伯克利进修了，怎么可能一下子这么屌啊,0,2025-11-23 11:00:48,0.20344694438147004
51dan,山西,啊啊啊 好爱这个曲风！！！,0,2025-11-23 10:50:36,0.6670843619712357
初笠official,江西,炒粉不洗，但是歌真好听,0,2025-11-23 10:23:42,0.052511018982372426
xuxu_keke,上海,哈哈哈哈,0,2025-11-23 10:23:18,0.8684210526315791
紫氣東來的流浪地图,北京,简直是艺术家，巨星，每次都会给人惊喜啊,0,2025-11-23 10:12:57,0.9912659176239077
鼻下痣鱼冻,海南,太牛了阿彩[流泪]完全巨星,0,2025-11-23 10:07:27,0.8731994944099423
Ayehzzz1,江苏,这是咱的巨星啊,0,2025-11-23 09:57:50,0.7499999999999999
谈煦,内蒙古,雷鬼不同于soul蓝调rnb跟这些比起来还是算小众的吧,0,2025-11-23 09:55:28,0.9734927299504241
半山腰_DAul,广西,很喜欢 听着感觉很开心,0,2025-11-23 09:52:26,0.9672187406654824
山岳照顾铁观音,广东,这歌不看mv就太亏了,0,2025-11-23 09:47:52,0.1205208754302628
LUYUA_kiD,河南,好听[心动][心动],0,2025-11-23 09:46:58,0.8682539561154552
逗豆k,江西,太牛了 每首风格都不一样 期待整张专辑🤩,0,2025-11-23 09:32:55,0.3861978510784986
RXSK,河北,一套卷子,0,2025-11-23 09:32:07,0.6311697874135845
小猪佩奇来辣,陕西,好听,0,2025-11-23 09:10:45,0.33333333333333337
有多么暧昧,江苏,给我听爽了,0,2025-11-23 09:08:12,0.5
用户6289807552,广东,听着这首歌，又是开心的一天呀～,0,2025-11-23 08:55:10,0.8976806654735903
柔上皇OVO,江西,大爆,0,2025-11-23 08:54:23,0.20370311351109804
煮鸽孔明,安徽,你知道吗？铁粉是黑色的。,0,2025-11-23 08:49:13,0.4809991473161729
煮鸽孔明,安徽,这是英语，不是华语,0,2025-11-23 08:48:49,0.25454230658348564
Guess_Rz07,广东,玩梗咋啦，我从来没有否认过他的实力[问号],0,2025-11-23 08:18:27,0.5633299848719553
吴阿铭,江苏,什么梗 全是偏爱,0,2025-11-23 07:16:05,0.44767845850986854
豆沙是真的可爱,福建,我是小黑子，之前一直单纯玩梗，deadman出来后改观了，这首出来是真的佩服，天才。以后我会继续玩梗，但应该是作为一个很喜欢蔡徐坤的路人的立场了。,0,2025-11-23 07:12:17,0.9976995007696147
玫瑰也很贵,广东,三首歌听下来真的每一首都是惊喜，已经很期待下一首是什么风格的了哈哈哈哈，盲猜一下是funk？,0,2025-11-23 04:17:38,0.9998767848716025
冷清猫猫,北京,此男音色如此多变...,0,2025-11-23 03:59:55,0.8935992148748798
雞皮愛好者Michael,新西兰,牛皮啊，艺术家,0,2025-11-23 03:26:26,0.9642971789056206
nz涵,四川,What a day❗❗,0,2025-11-23 03:23:57,0.32719906417647937
凉糕儿_,中国,这像美国乡村乐队风 爱了爱了 好经典 老公真棒,0,2025-11-23 02:44:27,0.9606004957772784
橙陈橙汁,江苏,支持   认真做音乐必须支持一波,0,2025-11-23 02:13:55,0.8510879818115583
Ee-CxK,广西,宝宝好棒,0,2025-11-23 02:08:15,0.9479539543220377
_人总恋过去_,陕西,蔡徐坤,0,2025-11-23 01:41:19,0.8182313426953005
_人总恋过去_,陕西,蔡徐坤,0,2025-11-23 01:41:15,0.8182313426953005
_人总恋过去_,陕西,蔡徐坤,0,2025-11-23 01:41:13,0.8182313426953005
_人总恋过去_,陕西,蔡徐坤,0,2025-11-23 01:41:10,0.8182313426953005
_人总恋过去_,陕西,蔡徐坤,0,2025-11-23 01:41:08,0.8182313426953005
_人总恋过去_,陕西,新歌大爆,0,2025-11-23 01:41:02,0.4970923262098126
万俟海,四川,蔡徐坤蜕变后每首歌都不会落下！,0,2025-11-23 01:36:35,0.996542876949849
kikiyasweet,福建,好听的,0,2025-11-23 01:14:10,0.33333333333333337
kikiyasweet,福建,很好听,0,2025-11-23 01:13:59,0.48121642447271173
kikiyasweet,福建,蔡徐坤,0,2025-11-23 01:13:52,0.8182313426953005
无小漾_damn,江西,你们说鸡年，会不会有人把坤哥的歌整合起来,0,2025-11-23 01:04:00,0.14805234859946226
