用户名,用户城市,评论内容,点赞数,评论时间,情感得分
浅予样,湖南,很安心了，大家速度都很快啊,8078,2025-11-02 00:01:22,0.974068480961944
攒钱去远方v,广东,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！,3955,2025-11-02 00:00:31,0.9999999999999414
Fox_Wild,江苏,赵露思女王归来！！新歌好好听，恭喜露思涅槃重生耀眼归来！恭喜赵露思逃出了禁锢住她的伊甸园！“她想传递的不是反叛，而是“自我选择”的权力 你就是自己的主角，无需被任何人定义” “不迎合、不妥协、不取悦” “女性独立与原始力量的化身”,3121,2025-11-02 00:02:12,0.9999997872711415
9Noras,广东,我服了，这首更好听……,2204,2025-11-02 00:25:18,0.8948189446185624
那静香香呢,安徽,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！,1443,2025-11-02 00:00:41,0.9999999999999414
端午_Rosy,江西,今夜不闻仙乐，但听新娘低吟。荆棘为冠，黑夜作礼，她在古堡尽头等你赴约。赵露思Don’t Wanna Know ，11.01零点，坠入暗黑童话。,1359,2025-11-02 00:00:22,0.8987323241383032
夏初花Y,江苏,花会枯萎爱意永不凋零，这水生火热的娱乐圈可打扰不起你的初心，铺天盖地的恶评定魔灭了你的信仰，我永远向着你，因为你是太阳是我向日葵，我用笔描绘你的美好，携带着。向日葵的温柔，把热爱赠予是值得的你,1312,2025-11-02 00:00:10,0.9999986706325175
Au-梦里啥都有,湖北,我审美出问题了吗，第二首听久了感觉更好听，我还是给这首拉拉票，仙品,777,2025-11-02 16:54:21,0.6055994205360017
嫋嫋o_o_,广东,好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！好听爱听要听赵露思唱一辈子！赵露思唱歌就是很好听！,678,2025-11-02 00:02:12,0.9999999626418788
Indestructible_J,新疆,少女时代粉丝前来支持露思,630,2025-11-02 13:58:39,0.9953146030319965
我不是许言,陕西,希望诡秘： 既像程少商般拿得起放得下 也像许妍般敢爱敢恨 不缺从头再来的勇气,594,2025-11-02 00:00:20,0.4397518257238958
