用户名,用户城市,评论内容,点赞数,评论时间,情感得分
tsundereeeeeee,广东,“如果世界太危险，只有音乐最安全” “只有音乐和真心最重要”,3805,2025-11-01 00:01:18,0.9840304297794668
litchiturbovo,重庆,来听经典法拉利和新能源汽车的神级合作啦！！,3750,2025-11-01 00:01:01,0.007067019779959605
小刘小不小,天津,单：让你尝尝新生代顶梁柱的厉害 王：让你尝尝姜还是老的辣 双方：看我不唱死你,2011,2025-11-01 00:06:14,0.906385095309955
透早,福建,纯牛奶们不要过度纠结救场梗啦！这首歌除了依依还有二哥的粉丝也在听，让我们一起营造一个美好的“宏依辈子”精神！感谢单依纯和王力宏带来一首25年我心中最好的合作舞台，来自“最好的地方”！,1438,2025-11-01 01:09:10,0.9999081372243503
小刘小不小,天津,王力宏：美籍华人 单依纯：滑稽美人,966,2025-11-01 00:07:23,0.9984640046726384
阿平之母,天津,王力宏真的是编曲宗师，这次合唱的和声编写真的是登峰造极！欢迎我们的顶级制作人王力宏！！,923,2025-11-01 00:12:02,0.9998816361536597
Sapphire_Moonlight,广东,爱错（爱对版）,678,2025-11-01 00:01:25,0.7359704127123392
无涟mio,天津,不管是王力宏的歌迷，还是单依纯的歌迷，还是所有听到这首歌喜欢这首歌的朋友，大家十一月都要天天开心！！,559,2025-11-01 00:50:22,0.99985564559073
小刘小不小,天津,好听到我下次喝瑞幸将不用优惠券了[流泪][流泪]宏依辈子我将永远拥护你们[流泪],549,2025-11-01 00:02:29,0.9920358765780287
Riwoo,广东,传统的对唱😛就是两个人一起唱😘好无趣🤣好无聊👊而技能合唱😜就是在传统的对唱中🧐加入宏依辈子☝好好听😋要爆了💥🤣💥 技能合唱😈飞沙走石🤑宏依辈子😲力拔山兮💪🏻😤技能合唱😌飞沙走石🤠宏依辈子🤪时光 倒流~~👋🏻⏰,538,2025-11-01 01:11:43,0.9999806214157102
榨菜1223,海南,虽然听的是音频，但脑海里会出现两人合唱的画面，估计是刷了太多回，每句话对应的每个场面都记得一清二楚了😂,257,2025-11-01 00:49:35,0.7880363872047634
饱和过度的NaCl溶液,陕西,单女士小品五则：撩头发把耳环整掉了、表演军体拳一套、空气投篮、手环滑上去卡住变臂环、唱跳五子棋,244,2025-11-01 01:29:02,0.8753640281941105
小刘小不小,天津,当初单依纯的李白刚上线的时候我说单依纯唱功好有人说我爸妈飞了！,189,2025-11-01 00:06:36,0.5001196145189997
老可乐_,吉林,别这么意气用事，还过不过了[多多捂脸],177,2025-11-01 00:03:36,0.17394839415709906
卡子马,湖南,这是官方版吗这是官方版吗,173,2025-11-01 00:03:05,0.45658813275657206
淋刈-,湖北,“我和尸体的区别是什么” “你有一颗温热的心脏”,4,2025-11-21 22:10:28,0.8320869671265826
玉_YQ,安徽,"""从来没有爱过那么认真""，真的太好听了[哭哭]",3,2025-11-21 12:50:30,0.6838601168706001
淋刈-,湖北,঎  “我和尸体的区别是什么” ঎঎ ঎     ঎  “你有一颗温热的心脏”,2,2025-11-21 22:12:06,0.7650162148078437
淋刈-,湖北,“我和尸体的区别是什么” ঎  “你有一颗温热的心脏”,2,2025-11-21 22:11:28,0.816896855474238
淋刈-,湖北,঎  “我和尸体的区别是什么” ঎঎    ঎  “你有一颗温热的心脏”,1,2025-11-21 22:11:46,0.7833689454216075
