用户名,用户城市,评论内容,点赞数,评论时间,情感得分
OuttaWave_,四川,她穿着mini skirt 好像___站在这儿？,1604,2025-10-30 00:19:13,0.7796442940001278
DOMMIU,浙江,辣妹辣弟 所有人请保持短裙迷你,1379,2025-10-30 00:09:45,0.1313755571351214
FireandDesire,吉林,没有东北男人可以拒绝宁艺卓,938,2025-10-30 19:43:55,0.8842269040089304
热心市民鸭先生a,浙江,digi和活死人我还是选outtawave,836,2025-10-30 00:07:12,0.487892545078479
汁同道合,天津,我听着怎么还ASEN锅穿着miniskirt呢,702,2025-10-30 09:22:41,0.5586388006383257
蓝呀耳叽,广东,威武你编个手势舞，说不定有钱人真就让宁宁签售的时候跳了,526,2025-10-30 00:38:49,0.2005799977893955
-Ufvkklc2418,四川,她穿着mini skirt 好像五唱一站在这儿！,517,2025-10-30 11:34:35,0.9625774115704565
_butterfly_7,湖北,东北女人也不行,272,2025-10-30 20:16:08,0.39029203271242685
OuttaWave_,四川,哭错坟了,251,2025-10-30 00:28:44,0.6826118215279866
目涩目涩目涩目涩,广东,宁艺卓也吃地三鲜吗,184,2025-10-30 19:03:26,0.6830635000411771
bubble梨,江苏,beef暂停⏸miniskirt震撼发布🚨,173,2025-10-30 00:19:53,0.9104420661780508
sure_好饿,湖南,宁艺卓,161,2025-10-30 00:19:22,0.9130699092238382
591744,广东,ASEN锅穿着miniskirt。,158,2025-10-30 13:02:14,0.4453473367488877
imnotyooo-,重庆,理就出事了🌚,127,2025-10-30 00:15:49,0.2292548408118823
wwwatchme,浙江,补药啊这样奥他威武会消失的，呀咩咯！！,112,2025-10-30 20:19:53,0.6137139308745253
ikitt2,湖南,李由音的声音出场太帅了吧  啊啊[色][色][憨笑]爱住了,3,2025-11-19 11:21:06,0.06749929234593888
瓦尔扎扎特真实凤梨,北京,asen 哥穿着mini skirt,2,2025-11-19 13:25:23,0.8594846061166767
swnluv,河南,李由音和otw发挥差不多 李由音的嗓音和范太正了 那个backup就很爽 新说唱我就很喜欢李由音 虽然失误淘汰 但是这种感觉其他rapper找不到,2,2025-11-18 05:26:20,0.7742347246167591
养只小魚魚,辽宁,泡泡机是宁在围脖上最大的黑站,1,2025-11-19 00:37:11,0.7268753761062835
还有唉,河北,放过我吧,0,2025-11-21 11:15:47,0.4516129032258063
眼尾未落的雨,安徽,宁艺卓,0,2025-11-21 11:11:08,0.9130699092238382
柳七七七七七七,安徽,h几HG g g g g h h g h h,0,2025-11-21 08:54:32,0.9883736390440832
Aka小胃,山东,歌词不错,0,2025-11-20 22:43:05,0.97506632096371
-N-G-,辽宁,可以关注我，点赞一下我的歌吗，在播客里，如果火了，在座的各位都有内场票[哭哭],0,2025-11-20 21:38:41,0.9898866591733202
晓czx,广西,闺蜜我支持你唱一辈子这种类型的歌,0,2025-11-20 20:16:03,0.9969115281679592
天aaa_ru8W,湖北,宁艺卓,0,2025-11-20 19:20:21,0.9130699092238382
MULAmulalala,广东,确实该出一个,0,2025-11-20 18:51:06,0.6626899556145889
晓czx,广西,支持,0,2025-11-20 15:24:03,0.626712328767123
去看极光吧-,河北,我服了哈哈哈哈,0,2025-11-20 09:54:30,0.855948838728563
EEEGffF,湖南,歌词没错吗？不是Asian嘛[西西疑问][西西疑问][西西疑问],0,2025-11-20 06:07:46,0.5308199432922334
柠精檬,河北,我看见他好几次了,0,2025-11-20 00:49:52,0.4174011864361761
小冰泪点,浙江,我求你了,0,2025-11-19 22:09:10,0.2500000000000001
情绪偷躲着乌云,河北,李由音这段还不行？,0,2025-11-19 19:16:58,0.23655446738902852
Aland阿蓝,河北,我选盛宇,0,2025-11-19 14:52:01,0.39767010978677075
Aland阿蓝,河北,法老和mac的我要,0,2025-11-19 14:51:41,0.7297953905324696
1976飞行员,广东,好像宁夏电子荒原,0,2025-11-19 01:16:36,0.6946713438133996
椰树是钢筋的蜕变围住海,四川,把“asain girl 穿着mini skirt”听成Asen哥穿着mini skirt了,0,2025-11-18 22:41:12,0.9779870061821153
31449,四川,像capper,0,2025-11-18 20:27:20,0.5
Taehyungbom,甘肃,宁艺卓梦男来的@西番宁,0,2025-11-18 17:04:30,0.9868341385508311
Curryyyy-30,北京,好听好听好听,0,2025-11-17 23:34:58,0.09199658582952375
