用户名,用户城市,评论内容,点赞数,评论时间,情感得分
咖啡布丁_aDZW,上海,从地球仪的仪那里来的,335,2025-11-19 21:28:36,0.9546978931013037
193Ff,山东,暗恋一点都不苦，暗恋酸涩的像青梅果🩵🩷,52,2025-11-18 23:25:48,0.9348121857823329
love夏斐,北京,估计马上就会火,50,2025-11-20 21:25:26,0.24919993366762805
新峰景,上海,有多少是从抖音的地球仪那来的 🙋🏻‍♂️,44,2025-11-20 12:04:04,0.8102586847073068
不给_LLL,云南,我要跟你们这些有艺术天赋的女同拼了！,31,2025-11-13 22:19:44,0.9704472370193901
Qn1koiv,浙江,1 我猜过几天就不小众了。,25,2025-11-19 21:51:49,0.18128804604829907
吐信子-s,广东,暗恋是未熟透的青梅🩵🩷,20,2025-11-16 21:57:19,0.8842015686548312
望解她,江苏,暗恋是未熟透的青梅，涩中带甜，苦中作乐,19,2025-11-20 21:17:47,0.9849830522695736
回到初夏夜,河北,我需要验证码🩵🩷,16,2025-11-18 22:25:00,0.5576863892972747
小羊吃桃-,浙江,暗恋一点都不痛苦！🩵🩷,11,2025-11-20 18:01:46,0.6491073571069473
周穆一,江苏,一样，她推的歌真的都狠好,1,2025-11-23 08:07:27,0.21631260167907151
菠蘿甜酒yo,江西,两只手指向中间划有惊喜 一→         ←一๑ᦲ 𖥦 ᦲ๑,1,2025-11-23 06:02:14,0.556205562839067
缘初语-,广西,暗恋像一颗青梅果，我在甜与酸涩中上瘾了,1,2025-11-23 02:36:52,0.9851754961401366
日照金山-活出自我,广东,感觉会火啊，搬个板凳坐着等[爆笑],1,2025-11-23 00:37:06,0.8554212279470674
笺弦_,辽宁,271199,0,2025-11-23 12:42:27,0.5
禾朝晨,四川,271199,0,2025-11-23 12:28:28,0.5
今枝鹤帰,黑龙江,放个小板凳 感觉会火,0,2025-11-23 12:08:06,0.282118938098313
谣_h,云南,+1,0,2025-11-23 12:07:39,0.8
妈妈说只要名字够长就有傻子念-,广东,留个记号，很快就要火了[脸红],0,2025-11-23 12:00:43,0.8495881486519326
今添喝望仔了吗99,云南,所以老师的闺蜜听到了吗[超好听],0,2025-11-23 12:00:12,0.9393186600836886
82岁开扭扭车,浙江,从ks 那来的,0,2025-11-23 11:25:47,0.1837233963534416
82岁开扭扭车,浙江,哇哇我也是,0,2025-11-23 11:25:15,0.5
上元北莩,安徽,好听,0,2025-11-23 11:07:23,0.33333333333333337
follow_rain,广东,落叶知秋,0,2025-11-23 09:55:41,0.8722409972611113
铭铭之中c,湖北,我也很喜欢你，可暗恋太酸涩了，我一个人承受就行,0,2025-11-23 09:54:58,0.9429216523440045
Zkkkz-,江苏,终于找到了一个小众歌,0,2025-11-23 09:21:48,0.7728507482345831
蓝鹤_DOUDOU,贵州,好好听呐[流泪],0,2025-11-23 05:56:51,0.8295712344033978
气温凉了心情,内蒙古,415了,0,2025-11-23 05:38:41,0.5
少女心事化作风,贵州,暗恋是青春时期的一颗青梅，是酸涩中带甜的≧︎▽︎≦︎,0,2025-11-23 03:38:29,0.999866888891939
小倩star,广东,“没有小众的歌，只有迟来的人”,0,2025-11-23 02:46:13,0.6506442532648721
楝锁,四川,清晨的太阳和你一样,0,2025-11-23 01:57:55,0.5834142564483099
因情敏感,广东,最怕这首歌火了之后又要vip了[哭哭],0,2025-11-23 01:50:37,0.8579589839821271
森月晴,天津,很不错[多多大笑],0,2025-11-23 01:32:33,0.9823619320587593
苳桧诜,江苏,好听晕了,0,2025-11-23 01:20:06,0.09993993651546906
云村村民176051136753149,湖北,我去我去现在还是四百出头的评论,0,2025-11-23 00:59:57,0.026009110710806138
