用户名,用户城市,评论内容,点赞数,评论时间,情感得分
-Fantastico,山东,是那个星光大道亚军张弛吗！是一年一度喜剧大赛冠军逐梦亚军的张弛吗！是唱歌演戏跳舞京剧曲剧乐器样样俱佳的张弛吗！,1586,2025-11-14 21:20:50,0.9999992501983015
张弛,浙江,我下了啊，有机会还会继续给大家表演，希望能让你们开心哦……拜拜了,1304,2025-11-19 19:33:14,0.9979232092455554
WngYun1803,四川,弛啊，以后还回来演傻子嘛,798,2025-11-14 22:16:45,0.5796854188112605
番茄米米米,四川,说实话他这首改的比周深的要更抓耳一些，至少在我这里是[手动狗头],546,2025-11-15 14:24:49,0.7770378331591113
张弛,浙江,给我点赞！！！让更多音综看到！！！！！！！干！！！！！！,521,2025-11-19 19:12:49,0.00234544555543581
太阳永不陷落,天津,大哥懂音乐！！！,356,2025-11-14 20:33:58,0.11968293230746141
Legolass,上海,是那个在密室被吓瘫了的张驰吗！,342,2025-11-15 00:38:40,0.421874597530976
阳光彩虹笑白马儿,辽宁,你知道他唱歌多好嘛？当年他被绑架，就是因为唱歌好感动了劫匪才逃过一劫,334,2025-11-16 01:51:25,0.9974930144418721
阳光彩虹笑白马儿,辽宁,此乃最好的歌手,313,2025-11-14 23:03:43,0.8592441762878196
张弛,浙江,当然！我曾经可是音乐剧演员呢[邪魅一笑],237,2025-11-19 19:09:20,0.997933355537745
徐嘉Gia,安徽,演唱者是星光大道亚军张弛，一年一度喜剧大赛冠军逐梦亚军的张弛，唱歌演戏跳舞京剧曲剧乐器样样俱佳的张弛。 他用不同的面具在构建自己的人生，却也通过这首歌描述了一个关于怪胎秀演员的自嘲，映照现代人处境的镜子。为了融入社会、获得认可，而压抑本真、进行表演。 引起人生哲学的深思…,228,2025-11-14 23:05:18,1.0
张弛,浙江,哈喽哈喽哈喽哈喽哈喽哈喽哈喽哈喽,209,2025-11-19 19:03:26,0.621992142929798
三十六号选手,北京,《象人上：荒庙中的妖》,207,2025-11-15 12:49:15,0.9407548875208458
时日全部都花光,甘肃,罗圣灯你看好，唱成这样才能去北京,203,2025-11-15 19:41:08,0.5972996389324199
--栖春山-,山西,从今往后，风过松涛，水过青石，高山流水，皆是我在应你。,194,2025-11-14 23:19:37,0.4109647948219841
星期三不犯困,河南,灯子啊，这种水平才能去北京[脸红],2,2025-11-23 03:44:03,0.18829955350442962
愚人码头和谁厮守,广东,很克制的戏腔，真的爱鼠惹，惊鸿一瞥，多了几分诡魅的气氛，仙品仙品！跟抖音国风戏腔神曲不一样！请各种制作音乐排行榜短视频的自媒体不要再给我喂💩了，我要这种仙品！！！！,2,2025-11-23 01:34:24,0.8480522328185655
骁十一妈,北京,是那个吓瘫在密室的张弛吗？,2,2025-11-22 16:53:50,0.5332297613333222
