用户名,用户城市,评论内容,点赞数,评论时间,情感得分
拾荒者之贩卖星光,河北,最好听版本，中国🇨🇳🇨🇳🇨🇳永远是一个不可分割的整体，台湾永远是中国的一部分！！！,2,2025-11-22 12:20:34,0.9993520211281524
Sz_伞兵,山东,🇨🇳      🇭🇰,2,2025-11-22 11:18:39,0.4737672181921908
吻痕-wh,江苏,呃 我之前拍作品需要 都是文案,1,2025-11-22 21:54:30,0.8706932112725585
就素小q,黑龙江,祖国繁荣昌盛,1,2025-11-22 21:18:29,0.8182313426953005
我磕美瓷怎么你了-莫祈moqi,陕西,一只鸡，哈哈哈笑了（你也看过那兔（ky致歉）,1,2025-11-22 20:48:36,0.9933074395609814
我磕美瓷怎么你了-莫祈moqi,陕西,等你回家,1,2025-11-22 20:47:40,0.7536231884057972
kelly84,四川,现在日本在说：如果中国不交出台湾，他们要动用武力。。。(っ˘̩╭╮˘̩)っ,1,2025-11-22 16:57:41,0.9429058456970609
kelly84,四川,湾湾怎么还不回家？嘤嘤嘤[流泪]湾湾一定要早点回家啊,1,2025-11-22 16:56:16,0.9987428552153834
请忘掉痛苦,河北,天黑了，迷路的孩子回家了,1,2025-11-22 14:54:34,0.813317795234924
用户226494664,河北,回家的这条路，如今我与父母也已走了25年，从来没想过拥有天空和宇宙，多少悲欢离合爱恨情仇，最终也不过是想回到我的那一片心海。,1,2025-11-22 13:43:17,0.9999997438477118
摆烂灬蜜橘,北京,台湾港，，隔海霞，与大陆，是一家。,1,2025-11-22 13:40:40,0.9350869397241903
摆烂灬蜜橘,北京,恭喜香港回归28年,1,2025-11-22 13:39:02,0.9915833386749241
其实很念妳,河北,这个赞好高级，居然是小蛋糕耶🤪🤪,1,2025-11-22 11:28:52,0.7944577327750549
清晨我未醒,浙江,豪挺,1,2025-11-22 11:12:19,0.8478773931867546
夏宁party,江苏,别等人，等中国成发展国家,1,2025-11-22 09:52:53,0.9646184595883862
海茉灵七,浙江,什么大数据…抢香港演唱会的票就推这首歌了[笑哭了],1,2025-11-22 09:51:55,0.9485518983341186
11点还不困,广东,🇨🇳,1,2025-11-22 08:37:44,0.5
不想起名字l_-,江苏,哈喽香港的朋友们[举手],1,2025-11-22 05:15:21,0.9590200952842541
nooY-Y,广东,中国🇨🇳,1,2025-11-22 04:06:56,0.7140166799033807
毛豆来了呀,河南,真心处对象 渣男勿扰,1,2025-11-22 02:19:03,0.9702394691191955
Mr_Wang1988,云南,加油！中国🇨🇳,0,2025-11-22 22:24:29,0.955265191130838
吻痕-wh,江苏,呃 我之前拍文案需要,0,2025-11-22 21:55:00,0.7122984518944279
溫笾,江西,永远的一家人！,0,2025-11-22 21:25:57,0.7093321125567886
我磕美瓷怎么你了-莫祈moqi,陕西,11月的可以吗（doge）,0,2025-11-22 21:02:33,0.1651231906819116
我磕美瓷怎么你了-莫祈moqi,陕西,我咋记得是蝴蝶兰,0,2025-11-22 20:59:55,0.9948248017967078
我磕美瓷怎么你了-莫祈moqi,陕西,台湾不是蝴蝶兰吗[西西疑问],0,2025-11-22 20:56:59,0.9939793232339365
我磕美瓷怎么你了-莫祈moqi,陕西,我！！,0,2025-11-22 20:51:23,0.3075601374570447
我磕美瓷怎么你了-莫祈moqi,陕西,我25年的来考古诶嘿,0,2025-11-22 20:51:00,0.8412604260651292
我磕美瓷怎么你了-莫祈moqi,陕西,等你回家,0,2025-11-22 20:50:28,0.7536231884057972
我磕美瓷怎么你了-莫祈moqi,陕西,点了,0,2025-11-22 20:47:22,0.43653543307086606
我磕美瓷怎么你了-莫祈moqi,陕西,。？不是别招黑啊[惊恐],0,2025-11-22 20:46:09,0.0439159270676488
一只金砖球,江苏,我们是一家人,0,2025-11-22 20:00:18,0.33333333333333337
一只金砖球,江苏,ever!,0,2025-11-22 19:58:53,0.5
世界冰冷入骨,河北,该回家了,0,2025-11-22 19:52:23,0.7536231884057972
如果我不会幸福,广西,我确实不好看 但我的青春不是被定义的.,0,2025-11-22 19:41:45,0.9564580803569313
噢噢噢噢酱酱,广东,“为什么我的眼里常含泪水？” “因为我对这土地爱得深沉。”,0,2025-11-22 19:38:15,0.9999482430780288
落冷渐,四川,香港，一直都是中国的一部分,0,2025-11-22 19:14:14,0.9237144716808202
xynrm,广东,我们永远是一家人,0,2025-11-22 18:11:15,0.49707612687684377
天字最大,江西,宝宝请你 →     两  指  往  中  间  拉         ←,0,2025-11-22 16:43:18,0.33346330954364956
卡了妈,天津,[蛋糕][蛋糕],0,2025-11-22 16:33:13,0.9668648415480823
普桑zt,江苏,早点回家吧,0,2025-11-22 16:22:11,0.6776278099468764
wulalabala,河南,我们永远都是一家人🇨🇳🇭🇰,0,2025-11-22 16:02:09,0.49595360871075733
imyoyooooooo,浙江,我们是一家人,0,2025-11-22 15:54:18,0.33333333333333337
卡了妈,天津,[蛋糕],0,2025-11-22 15:52:14,0.8571428571428571
pepsicai,广东,香港回来了，可还有一个还没回来（台湾）。,0,2025-11-22 15:31:37,0.8786085971731865
告别是总在冬季,广东,有,0,2025-11-22 15:03:26,0.5262327818078083
暮墓慕穆,湖北,28年！！,0,2025-11-22 14:49:37,0.22397659126512082
星辰颐朵,山东,我们永远是一家人[亲吻][亲吻][亲吻],0,2025-11-22 14:10:12,0.36892450858089776
江浊一,四川,支持[笑了],0,2025-11-22 14:06:56,0.7790964320199387
江浊一,四川,爱你,0,2025-11-22 14:06:24,0.7483050847457626
江浊一,四川,爱你,0,2025-11-22 14:06:02,0.7483050847457626
斯莱特林墨萧,天津,有,0,2025-11-22 13:56:58,0.5262327818078083
摆烂灬蜜橘,北京,有的,0,2025-11-22 13:41:00,0.5262327818078083
亿点萌-,广东,我们是一家人,0,2025-11-22 13:19:03,0.33333333333333337
泪作落款,湖北,有呢,0,2025-11-22 13:11:33,0.5262327818078083
_左精灵,河北,永远都是,0,2025-11-22 12:32:24,0.7082740773467799
心碎小周-,湖北,早点回家,0,2025-11-22 11:45:03,0.6776278099468764
Sz_伞兵,山东,这歌emo？这歌可太燃了,0,2025-11-22 11:20:01,0.655813581010053
Sz_伞兵,山东,我们是一家人,0,2025-11-22 11:19:38,0.33333333333333337
云村村民166487844959673,美国,forever,0,2025-11-22 10:40:25,0.5
暗流君月神,广东,小孩子撒娇看什么场合，情绪上来了，没当场在地上打滚撒泼都算素质教育得好了,0,2025-11-22 10:01:46,0.9080387359310269
夏宁party,江苏,我們永遠是一家人,0,2025-11-22 09:51:37,0.1587104572724627
系窝鸭ovo,安徽,我们永远是一家人,0,2025-11-22 08:54:05,0.49707612687684377
云村村民175704201788016,福建,香港回归的曲子你提什么爱情啊[问号],0,2025-11-22 06:25:07,0.9960074238754081
云村村民175704201788016,福建,所以呢,0,2025-11-22 06:19:31,0.5262327818078083
云村村民175704201788016,福建,跟这首歌有关系吗？[问号],0,2025-11-22 06:19:21,0.45962563447211446
