<<<<<<< HEAD
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
1079,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1080,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1081,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1082,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1083,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1084,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1085,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1086,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1087,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1088,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1089,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1090,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1091,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1092,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1093,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1094,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1095,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1096,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
1097,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1098,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1099,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1100,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1101,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1102,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1103,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1104,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1105,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1106,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1107,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1108,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1109,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1110,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1111,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1112,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1113,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1114,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1115,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1116,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1117,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1118,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1119,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1120,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1121,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1122,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1123,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1124,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1125,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1126,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
1127,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1128,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1129,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1130,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1131,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1132,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1133,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1134,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1135,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1136,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1137,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1138,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1139,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1140,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1141,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1142,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1143,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1144,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1145,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1146,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1147,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1148,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1149,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1150,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1151,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1152,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1153,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1154,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1155,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1156,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1157,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1158,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1159,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1160,我想再拥抱你一次 一次就好,2021-05-11,5458092,15272,671,166,119,说唱 夜晚 伤感
1161,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1162,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1163,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1164,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1165,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1166,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1167,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1168,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1169,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1170,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1171,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1172,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1173,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1174,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1175,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1176,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1177,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1178,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1179,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1180,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1181,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1182,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1183,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1184,我想再拥抱你一次 一次就好,2021-05-11,5458096,15272,671,166,119,说唱 夜晚 伤感
1185,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1186,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1187,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1188,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1189,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1190,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1191,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1192,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1193,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1194,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1195,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1196,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1197,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1198,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1199,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1200,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1201,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1202,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1203,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1204,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1205,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1206,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1207,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1208,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1209,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1210,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1211,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1212,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1213,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1214,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1215,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1216,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1217,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1218,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1219,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1220,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1221,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1222,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1223,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1224,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1225,我想再拥抱你一次 一次就好,2021-05-11,5458096,15272,671,166,119,说唱 夜晚 伤感
1226,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1227,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1228,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1229,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1230,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1231,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1232,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1233,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1234,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1235,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1236,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1237,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1238,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1239,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1240,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1241,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1242,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1243,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1244,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1245,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1246,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1247,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1248,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1249,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1250,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1251,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1252,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1253,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1254,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1255,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1256,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1257,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1258,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1259,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1260,我想再拥抱你一次 一次就好,2021-05-11,5458096,15272,671,166,119,说唱 夜晚 伤感
1261,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1262,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1263,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1264,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1265,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1266,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1267,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1268,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1269,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1270,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1271,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1272,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1273,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1274,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1275,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1276,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1277,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1278,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1279,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1280,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1281,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1282,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1283,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1284,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1285,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1286,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1287,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1288,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1289,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1290,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1291,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1292,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1293,我想再拥抱你一次 一次就好,2021-05-11,5458096,15272,671,166,119,说唱 夜晚 伤感
1294,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1295,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1296,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1297,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1298,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1299,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1300,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1301,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1302,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1303,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1304,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1305,典籍里的中国|第一季完结全11期 ,2021-02-12,203610,3363,74,118,72,影视原声 经典 古风
1306,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1307,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1308,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1309,日落大道广播剧｜BGM收录,2021-02-16,140119,3529,149,450,86,浪漫 nan nan
1310,(大局逆转BGM)这不就燃起来了吗,2021-04-27,1036247,36155,1437,648,74,华语 流行 浪漫
1311,我们都是宇宙的孩子，所以想哭就去看星星,2021-04-13,163290,764,34,13,54,华语 流行 治愈
1312,丝绸之路好声音 第四季,2021-01-22,1905182,3042,46,15,204,流行 华语 感动
1313,高等Rapper4全｜Beat、BGM全收录,2021-02-22,93427,1140,25,7,106,说唱 R&B/Soul 韩语
1314,2023全网超火歌曲推荐中,2021-04-27,1049387,1625,10,1,77,华语 流行 治愈
1315,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
1316,TNT｜去告诉世界他们已经横空出世啦,2021-01-21,209234,4693,26,91,43,流行 华语 治愈
1317,你比夏日里的微风更让人心动,2021-04-27,442615,2514,183,145,338,华语 流行 夜晚
1318,心碎100%｜错误的爱情就像一场感冒,2021-05-08,1673052,9305,484,49,87,说唱 流行 华语
1319,直火帮2021巡演下半程-全程歌单看简介,2021-04-05,88916,815,72,28,27,说唱 nan nan
1320,Lofi Hiphop | 只想安静的睡觉,2021-04-20,94561,522,107,2,152,说唱 轻音乐 夜晚
1321,打游戏必备超燃bgm,2021-04-27,1302380,54861,1389,646,127,欧美 流行 电子
1322,永远的第一名|SamYU|林子闳x杨宇腾,2021-03-03,191405,2488,56,98,70,nan nan nan
1323,赖蕊3位数的热门《歌单》,2021-02-18,160808,1132,20,11,39,流行 nan nan
1324,FNF（随缘更新…),2021-04-06,707413,9313,43,103,1694,游戏 nan nan
1325,日系前奏杀｜一击命中，情不自禁,2021-03-17,232136,2020,26,19,49,日语 安静 放松
1326,Friday Night Funkin(FNF)原曲及一些Mod 曲,2021-03-15,429646,6862,34,203,298,游戏 nan nan
1327,往事告别 与自己和解,2021-04-27,1106870,19535,2287,649,47,轻音乐 伤感 感动
1328,『谁是宝藏歌手』第1-13期合集 全收录,2021-05-08,485669,6265,52,17,92,华语 流行 nan
1329,伤感日语篇 | 愿你被这世界温柔对待,2021-02-08,135217,1605,47,16,39,日语 伤感 夜晚
1330,泽野弘之和他的72位歌姬,2021-04-10,239475,5722,71,89,66,ACG 影视原声 日语
1331,150首熟悉但叫不出名字的热歌,2021-04-27,1040439,47764,3464,643,36,欧美 流行 放松
1332,欧美R&B｜随节奏游弋于温柔的绮梦,2021-04-25,694414,8314,291,24,490,R&B/Soul 夜晚 New Age
1333,R&B/Hip-Hop/旋律/氛围/节奏/律动,2021-03-31,10923126,110000,2282,215,416,欧美 R&B/Soul 说唱
1334,FNF同人MOD（停更 ）,2021-03-12,200347,2066,13,83,227,电子 兴奋 游戏
1335,我想再拥抱你一次 一次就好,2021-05-11,5458096,15272,671,166,119,说唱 夜晚 伤感
1336,龚俊的歌单,2021-03-26,148220,2361,48,58,538,欧美 流行 华语
1337,每 首 歌 只 能 听 12 秒,2021-02-21,82209,1805,18,33,37,流行 ACG 游戏
1338,『咒术回战』OP/ED/OST/印象曲,2021-02-16,539825,12796,486,181,47,日语 ACG 影视原声
1339,心动节拍：从深宵独白到狂欢风暴,2021-04-20,290453,2956,162,4,633,欧美 电子 舞曲
1340,"""情歌说唱"" 甜腻腻的rap",2021-05-07,179363,1433,27,16,224,华语 说唱 R&B/Soul
1341,HIStory4近距离爱上你 系列BGM全收录,2021-03-14,71272,852,9,14,59,影视原声 流行 华语
1342,时光代理人第二季OP&ED&插曲&同人曲,2021-04-24,445232,8991,53,157,312,华语 ACG nan
