,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
323,宿命感超强/梦女专属,2025-08-01,401793,9399,44,9,48,浪漫 nan nan
324,浪漫法语幽香，美好电影时光,2020-09-07,73616,908,35,5,78,影视原声 浪漫 放松
325,『温柔』英文歌，写作业刷题背景音乐,2020-10-07,17210,273,1,1,116,欧美 学习 浪漫
326,能打动人心的经典歌集。,2024-10-20,182476,173,22,2,162,流行 安静 浪漫
327,欧美氛围感｜感受日落和夜晚的浪漫,2025-04-15,32817,212,7,2,20,欧美 流行 浪漫
328,甜度微醺｜R&B 浪漫 慵懒 氛围感拉满,2023-05-13,892733,9287,132,20,84,欧美 R&B/Soul 浪漫
329,『英文』欧美神曲 踩点&超燃,2024-05-12,3084437,32489,565,160,62,欧美 流行 浪漫
330,落日R&B｜浪漫置顶与你温柔于光辉里,2024-04-21,110496,920,4,4,171,R&B/Soul 浪漫 性感
331,静心聆听！放松心情的热门旋律,2025-04-29,480088,1793,34,13,187,华语 流行 浪漫
332,歌慢慢听 人慢慢爱,2021-07-11,311533,1031,25,5,303,浪漫 nan nan
333,杀死我的是那些回忆,2023-11-13,173005,793,14,3,129,浪漫 nan nan
334,你压到我头发了,2020-03-03,128783,1138,18,24,297,轻音乐 浪漫 性感
335,【欧美】挚爱·初始你名，久居我心,2021-01-25,1350759,14580,276,91,148,欧美 浪漫 治愈
336,凌晨一点丨深夜沉溺于慵懒事后烟,2019-12-15,168889,2443,68,19,109,欧美 浪漫 夜晚
337,「古风小甜歌」从此不写江南貌，只爱你窈窕,2018-05-12,5806656,120000,985,312,224,华语 古风 浪漫
338,『大叔●烟嗓』开口即人生,2017-09-03,5911784,87463,1397,230,201,性感 蓝调 浪漫
