<<<<<<< HEAD
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
1707,梦女感超强音乐,2025-02-06,27722,525,20,6,50,夜晚 伤感 孤独
1708,当幸福开始 悲伤就在倒计时,2025-06-30,54980,280,9,9,129,流行 伤感 网络歌曲
1709,深夜emo伤感 | 当初说好的幸福呢,2021-12-26,35865656,11552,294,348,185,华语 流行 伤感
1710,心碎俱乐部：节奏麻醉回忆,2025-08-01,69337,932,2,4,29,夜晚 伤感 电子
1711,sky光遇|一个人挂机时听的神曲,2021-05-21,203568,4091,25,80,197,伤感 00后 nan
1712,0.8x再听一遍青花瓷 敬我们的初相识,2024-08-14,1028729,3083,14,347,175,流行 伤感 网络歌曲
1713,痛 太痛了 ｜苦情说唱 隼 连麻 SASI 特雷西,2024-10-08,551000,6085,215,20,116,说唱 伤感 孤独
1714,再唱一回小情歌，献给我们的初遇,2025-07-11,800136,5930,6,7,113,伤感 流行 华语
1715,不能在你左右 却被你左右,2025-01-07,124705,1970,75,28,120,伤感 流行 nan
1716,伤心酒馆 | 再续一杯思念的滋味,2022-11-04,144527,374,11,3,112,华语 流行 伤感
1717,若忧郁是天赋，我便是满级玩家,2025-09-02,51073,406,3,1,68,伤感 思念 流行
1718,痛苦如细水流长（be氛围感舒缓慢节奏）,2025-09-04,49869,365,6,1,164,流行 夜晚 伤感
1719,我倒下是我没用，毕竟是我选的路,2024-12-07,667987,9375,162,35,120,伤感 nan nan
1720,爱这把双刃剑 赐我天真 刺我真心,2025-07-31,314481,3087,13,11,33,流行 清晨 伤感
1721,短暂的相遇 是在惩罚念旧的人,2025-08-11,151097,681,13,2,218,流行 华语 伤感
1722,消失的下雨天 我好想再淋一遍,2025-08-13,26437,205,6,1,200,流行 夜晚 伤感
1723,听一百遍都不腻，就像喜欢你一样。,2025-03-21,301432,1303,33,12,29,孤独 伤感 夜晚
1724,思念 是一种无声蔓延的伤,2025-09-02,71258,779,2,3,89,伤感 怀旧 流行
1725,逆爱进行曲「回忆·戒断反应」,2025-07-19,113894,1545,27,19,102,流行 治愈 伤感
1726,伤感emo终极歌单｜不要留我一个人 困在这场雨里,2025-06-20,305593,967,10,7,91,流行 伤感 网络歌曲
1727,【氛围感】成为神的代价是孤独,2025-08-01,63910,1691,8,7,77,轻音乐 伤感 孤独
1728,《伤感雷达》你的专属宝藏音乐,2025-05-04,226668,1371,42,8,71,夜晚 伤感 孤独
1729,KTV必点歌曲：深情伤感老歌，每首都有回忆,2024-05-22,11975258,4441,38,35,74,华语 伤感 KTV
1730,释怀纯音 | 爱生活 爱自已 爱具体的每一物,2023-07-04,445488,4306,49,24,117,轻音乐 伤感 流行
1731,泪崩情歌，患得患失的爱如何挽救,2025-03-28,52931,193,2,1,261,华语 流行 伤感
1732,你爱的歌 我一直听.,2025-06-19,684189,1926,36,24,85,流行 伤感 华语
1733,记忆闪帧接下来是没有你的冬,2023-02-01,21172240,16023,393,268,143,伤感 流行 华语
1734,众人皆知水星记 而我独爱凄美地,2021-10-07,1421321,9561,1189,62,130,华语 夜晚 伤感
1735,亲爱的我希望你天天开心,2021-03-14,194824,1116,24,8,241,伤感 思念 R&B/Soul
1736,失恋emo歌单「失眠」「心碎」「痛苦」,2021-07-16,1730335,1322,11,12,163,华语 流行 伤感
1737,你 最特别 最会暧昧 最会逃避,2025-03-25,407470,3626,100,27,48,伤感 流行 网络歌曲
1738,孤独已成习惯 就不奢求别人陪伴.,2025-06-04,87547,936,18,30,98,流行 孤独 伤感
1739,“红尘客栈风似刀，骤雨落宿命敲”,2024-05-30,35005,283,4,2,222,伤感 孤独 思念
1740,孤独丨感触|隐秘心境,2025-06-20,230685,5979,42,15,32,伤感 轻音乐 夜晚
1741,谎言和我们 都到此为止,2023-11-03,21263,71,3,3,109,夜晚 伤感 清晨
1742,一张照片 半句再见 尘封的纪念,2025-07-30,89811,301,18,5,145,夜晚 伤感 流行
1743,如果可以，我不只是想回到我们的曾经,2023-05-06,228436,1754,42,28,237,夜晚 孤独 伤感
1744,旋律一起 命运骤然/苦涩/悲剧故事结局,2025-06-20,230658,3016,15,11,52,伤感 思念 孤独
1745,忧伤如同一片无尽的深海,2025-06-25,361455,4427,4,43,97,流行 网络歌曲 伤感
1746,彼岸太遥远 你也不在身边,2025-06-25,1475965,9540,4,10,192,华语 流行 伤感
1747,伤感流行：心照不宣的各自安好,2022-11-04,70430,139,3,3,168,伤感 nan nan
1748,成年人的世界从来就没有退路,2024-04-12,1505307,4786,35,13,43,华语 怀旧 伤感
1749,纯 愛 战 曲 | 前奏一响 遗憾退场,2023-08-07,4271086,38916,422,857,137,华语 流行 伤感
1750,淋得我粉碎 爱也抵不住,2018-07-09,126540,1050,24,2,41,思念 孤独 伤感
1751,擦去你眼角的泪,2024-03-01,39768,168,1,2,243,00后 流行 伤感
1752,挥别过往的终点站 是放下,2025-06-25,268320,1115,7,8,97,伤感 清新 影视原声
1753,褪黑素 离开我的依赖 两难 寂寞寂寞不好,2025-08-22,82721,234,3,3,37,华语 夜晚 伤感
1754,还是想依偎在你的怀里去看人间,2022-04-17,33776,88,13,3,198,伤感 华语 流行
1755,华语经典 | 那些旋律 是否触动心弦,2025-05-09,1215797,2807,61,11,87,华语 怀旧 伤感
1756,如果世界有两个我就好了,2022-12-04,53918,96,20,2,95,说唱 伤感 快乐
1757,如果可以我想和你回到那天相遇,2025-08-11,261851,1102,12,7,30,流行 夜晚 伤感
1758,我想说我今天也特别特别想你,2020-08-12,123310,809,45,21,195,流行 孤独 伤感
1759,过好当下 开心重要.,2025-07-15,141122,656,11,1,170,孤独 安静 伤感
1760,故事入酒，回忆里难噎。,2024-07-16,458462,3213,46,14,128,民谣 怀旧 伤感
1761,悲伤抒情床头音乐集 感受夜晚 听后放松.,2024-12-03,1823184,5953,55,200,258,流行 伤感 夜晚
1762,最近过的好吗 没有我的生活如你愿了吗,2025-08-07,118610,1153,30,6,242,流行 伤感 nan
1763,心碎专场 | 虐心歌曲和伤感歌曲合集,2024-06-12,31715350,10141,84,1273,153,华语 伤感 nan
1764,「韩语宿命感」听前奏就沦陷的韩语歌曲,2024-09-11,32372,115,2,4,72,韩语 伤感 流行
1765,就像永远不会放晴的阴雨天,2025-08-22,10061,176,12,3,126,说唱 伤感 流行
1766,情歌摇滚/我会想起关于她的一切,2022-05-16,670174,4625,289,14,133,华语 摇滚 伤感
1767,片刻的幸福 要用千倍痛苦来偿还,2025-06-11,44590,541,1,3,89,夜晚 伤感 nan
1768,拥抱直至世界毁灭,2024-01-28,2341713,32936,624,498,145,治愈 伤感 孤独
1769,沧桑大叔音：李宗盛 伍佰 周传雄 任贤齐,2024-08-19,539299,1407,15,2,123,华语 驾车 伤感
1770,伤感音乐｜爱有很多种方式 放手是最后一种,2024-07-02,105120,263,11,3,114,华语 流行 伤感
1771,阴天持续供应：这些歌从不肯放晴,2025-09-02,67489,1913,8,2,24,伤感 流行 说唱
1772,在失去的人里 我最怀念的是当初的自己,2021-12-08,89660,302,6,2,189,驾车 伤感 nan
1773,痛苦是幸福的赝品 相似却永远无法代替,2025-07-17,8541,59,2,2,73,伤感 nan nan
1774,亡妻回忆录 l BGM一响亡妻登场,2024-08-13,4388512,23839,130,675,122,流行 伤感 思念
1775,夜晚伤感emo：“沉浸在孤独的旋律中,2025-06-05,150370,344,3,1,49,华语 夜晚 伤感
1776,已模糊的镜头 拉不回 的从前,2025-06-06,281360,795,12,1,107,夜晚 伤感 孤独
1777,孤独启示录｜最伤人的，是温柔,2025-06-24,236018,1814,11,10,328,伤感 流行 网络歌曲
1778,伤心的时候可以听情歌，这种感觉真的很不错,2021-12-19,217980,644,15,2,156,华语 伤感 思念
1779,当拥有细腻的心 感受到更多是幸福还是悲伤.,2024-05-30,14459,21,2,1,203,伤感 流行 nan
1780,伤感说唱rap | 别抽烟了对肺不好,2022-10-22,26850398,18696,478,106,95,华语 说唱 伤感
1781,小说必备/救赎/双男主/宿命/酸涩,2025-07-12,61213,805,11,1,108,电子 伤感 孤独
1782,深夜Emo歌单｜Be美学 超强破碎感,2024-09-27,80827,807,17,4,93,夜晚 孤独 伤感
1783,每当音乐响起 你又会想起谁,2025-08-03,120236,537,9,5,33,流行 夜晚 伤感
1784,8090后回忆杀 经典怀旧粤语老歌,2024-12-31,41305,134,1,1,157,粤语 怀旧 伤感
1785,我还记得第一次见到你心是怎样被动的,2025-05-24,118904,505,9,5,199,流行 夜晚 伤感
1786,想让你身边只有我是不是太为难你了,2025-07-27,102558,386,9,1,101,流行 夜晚 伤感
1787,你只看见我的绝情 没看到我泛红的双眼.,2025-07-30,169906,1426,11,2,97,伤感 怀旧 nan
1788,情绪说唱｜小众旋律狠货,2023-08-28,706500,2299,46,25,336,孤独 伤感 治愈
1789,缘份本就稀薄寡淡 多是清尘浊水后会无期.,2025-07-30,74627,696,3,10,19,伤感 思念 孤独
1790,别让瞬间的相遇成为永恒的羁绊。,2025-04-29,119465,455,10,4,195,流行 伤感 夜晚
1791,“把痛苦抽进肺里 伴随着我的一生”,2025-07-30,77886,2053,8,5,95,伤感 孤独 思念
1792,后朋克/PostPunk/俄罗斯/东欧/Doomer/摇滚,2022-07-24,597679,13731,133,63,144,夜晚 伤感 朋克
1793,黑胶唱片｜她说难过的眼睛像柏林的一场雾,2018-04-05,68139,160,8,2,121,伤感 华语 流行
1794,我不明白 为什么我们忽然就不合适了.,2020-11-13,329686,524,9,9,183,安静 治愈 伤感
1795,emo天花板系列【伤感】【失恋】【睡觉听】,2025-07-30,254260,3457,5,6,112,华语 流行 伤感
1796,痛过了心扉 不再沉溺于回忆,2025-07-11,149093,620,1,12,201,流行 00后 伤感
1797,|适合写小说时听的纯音乐|,2023-01-18,17033,299,4,2,125,轻音乐 学习 伤感
1798,那些无法重现的时光我比谁都怀念,2025-07-11,389394,2130,16,14,96,伤感 流行 思念
1799,你最擅长说没事 即使眼泪已经到了眼角,2025-05-22,27273,423,2,5,161,夜晚 伤感 说唱
1800,但愿不后悔认识我，也是真的快乐过,2017-01-03,18115278,130000,1651,672,202,华语 伤感 流行
1801,旧歌可以反复听 旧人还会出现吗,2025-07-30,73580,909,2,2,42,华语 伤感 孤独
1802,她的双眼常常冷冽无感久是让人淡漠疏离,2022-02-27,278912,1588,32,26,128,伤感 夜晚 散步
1803,bro以为自己是瑞恩高司令,2024-05-02,482162,8923,131,292,59,电子 伤感 孤独
1804,2025年emo极致心碎情感旋律合集,2025-06-19,995805,4408,13,7,307,华语 伤感 流行
1805,你说把爱渐渐放下会走更远,2021-11-11,19024106,8201,63,237,126,华语 流行 伤感
1806,如果忧郁是种天赋,2025-02-12,79034,880,23,17,290,夜晚 孤独 伤感
1807,你的泪痕像条青色的锈,2019-02-24,170220,1203,41,12,149,华语 流行 伤感
1808,华语伤感 | 情歌里的一字一句,2023-10-18,245833,319,3,18,40,伤感 流行 nan
1809,当新鲜感褪去 我依然爱着你,2025-06-02,102953,358,7,9,183,思念 安静 伤感
1810,在想你的雨季我独自徘徊,2024-10-23,224165,637,10,8,69,华语 夜晚 伤感
1811,小众伤感歌单｜你爱的人教会了你什么,2024-11-16,26349,360,8,4,35,伤感 nan nan
1812,只需你一份诚意 与不离的守候。,2025-06-19,398574,2061,15,26,21,流行 伤感 nan
1813,2000年到2009年100首封神歌曲,2025-07-23,730966,1932,21,1,85,华语 伤感 80后
1814,伤感情歌 | 你就不要想起我,2024-12-25,148964,210,1,12,56,华语 流行 伤感
1815,欧美慢歌| 咖啡厅| 午后| 民谣| 温柔英文歌,2020-03-16,60835,425,6,2,78,欧美 伤感 民谣
1816,约定只在愛时进行,2025-05-21,106145,413,20,3,98,伤感 思念 怀旧
1817,摇滚在路上|出行必备，总有歌曲在路上听,2023-06-26,1489582,6749,100,66,112,流行 华语 伤感
1818,不舍 还未告别心里已满回忆,2025-06-25,428008,2482,24,4,148,伤感 nan nan
1819,想要稳稳的幸福，和你一起,2025-09-02,11220,97,4,1,96,伤感 华语 流行
1820,那些年我们开始的故事,2024-04-08,10987,34,3,2,226,孤独 治愈 伤感
1821,你那么好 别总为别人哭,2025-07-11,27517,201,2,2,232,孤独 思念 伤感
1822,“为爱冲锋的勇士，最后都赢了吗”,2019-06-12,667681,2371,49,39,324,伤感 孤独 夜晚
1823,落日归山海 山海藏深意,2022-07-01,165323,427,6,2,227,夜晚 伤感 nan
1824,半说唱/心碎/伤感/恋痛,2024-04-25,245757,2225,63,14,105,华语 说唱 伤感
1825,再次遇见你的时候，你说好不会让我再伤心了,2025-07-12,71751,170,7,1,46,华语 流行 伤感
1826,每当幸福开始 悲伤就在倒计时,2025-07-15,79559,409,4,5,202,流行 伤感 怀旧
1827,你我山前没相见 山后别相逢.,2017-11-30,114805,302,8,6,353,华语 流行 伤感
1828,纯音乐｜身临其境感受孤独,2024-09-24,4643,29,7,4,337,孤独 伤感 轻音乐
1829,想要变成平静的人 这一课要流很多眼泪,2025-09-12,54069,317,11,4,130,流行 伤感 孤独
1830,我反复听着热播的伤感歌曲 心里想的全是你,2024-07-14,14081,34,1,3,119,夜晚 伤感 nan
1831,唯美/忧郁/孤独/氛围感小众风格,2025-08-12,81457,1087,15,14,112,夜晚 孤独 伤感
1832,深夜电台｜这些歌专治坚强太久,2025-09-02,69490,3527,11,3,21,夜晚 伤感 驾车
1833, 哀伤就像指纹一样独特,2022-02-02,29843,42,1,1,115,流行 思念 伤感
1834,深夜独白：陷入孤独情绪的泥沼,2022-11-04,101039,297,7,7,174,伤感 nan nan
1835,深夜感伤｜我走过了所有街道却走不出思念,2025-06-24,190351,629,9,17,91,夜晚 伤感 nan
1836,因为太敏感 爱与痛苦总是双倍感受,2025-05-31,70205,366,8,2,139,流行 伤感 思念
1837,小说必备BGM/酸涩/救赎/双男主/宿命,2025-08-12,96527,1750,33,19,118,轻音乐 电子 伤感
1838,“你什么都不知道”是最委屈的话了.,2022-12-14,108241,916,15,13,316,流行 伤感 夜晚
1839,因为敏感多疑所以痛苦翻倍,2025-08-30,3455,68,3,1,37,轻音乐 夜晚 伤感
1840,要是你在我身边就好了,2025-06-25,282931,2452,6,5,25,流行 伤感 网络歌曲
1841,幸福轻音乐 | 听了让人心情美好的轻音乐,2025-07-02,83788,1369,34,10,43,轻音乐 治愈 感动
1842,张韶涵「觅光」 2025巡回演唱会歌单精选,2023-03-18,1551440,18279,1504,156,42,华语 流行 KTV
1843,寂静鸣远 | 治愈悠扬 抚慰心绪 净化心灵,2023-11-06,1296572,11025,161,56,104,治愈 安静 流行
1844,游戏《空洞骑士：丝之歌》原声带（2025）,2025-09-11,14736,242,4,2,111,游戏 欧美 流行
1845,生命力歌单｜“去爱，去生活，去受伤”,2025-06-30,487895,1942,36,4,71,华语 放松 治愈
1846,【日语/欢快卡点】快进来听！,2021-05-04,154882,2567,10,15,160,日语 流行 快乐
1847,【高甜】恋爱时刻｜接住了幸福就别再放手啦,2025-07-27,72335,665,17,2,49,浪漫 治愈 快乐
1848,决战NMIXX神曲之巅（全收录共55首）,2024-08-21,33275,772,12,11,55,韩语 流行 00后
1849,有人管的时候手破点皮都想伸过去哭一下,2025-03-16,79580,318,14,10,217,流行 夜晚 00后
1850,【氛围感】雨天/喝茶冥想发呆/洗澡,2025-04-15,211548,1840,40,4,49,欧美 流行 民谣
1851,雨天宅家歌单｜让思绪慢下来的治愈旋律,2023-09-25,131433,1558,35,4,34,安静 放松 轻音乐
1852,漫步纽约：伍迪·艾伦的秋日情书,2025-10-01,13699,124,13,31,31,影视原声 经典 爵士
1853,她的双眼常常冷冽无感久是让人淡漠疏离,2025-07-30,128194,2062,4,2,90,伤感 夜晚 散步
1854,生命的意义：去寻找属于自己的25号底片吧,2023-11-28,1507848,18408,268,92,263,旅行 欧美 放松
1855,冬日歌单｜下雪天 慵懒柔软 温暖治愈感,2023-08-03,887525,11954,210,64,98,欧美 轻音乐 治愈
1856,刺挠门～比巴卜（Acey冠亚齐）掌门力推歌单,2024-05-19,69974,2322,22,15,300,兴奋 nan nan
1857,宫崎骏动漫纯音乐丨治愈心灵的良药,2024-12-23,122600,1141,14,1,178,日语 治愈 轻音乐
1858,你的话是我反复回味的旋律,2025-09-02,89435,394,9,2,73,流行 伤感 nan
1859,褪色的记忆 捕不住 的流年,2025-07-14,528449,1635,15,4,72,夜晚 伤感 孤独
1860,【个人向】决战！嬷嬷之巅！！！,2025-02-15,40436,1918,11,71,121,日语 ACG 兴奋
1861,缱绻R&B｜想在每个朦胧的夜幕下拥抱你,2023-05-08,1082693,12833,244,32,99,欧美 夜晚 R&B/Soul
1862,「欧美R&B」节奏pulse | 熨帖内心波澜,2025-07-18,233842,1484,43,5,141,欧美 流行 R&B/Soul
1863,『骑行放松歌单』自由行驶在旷野中,2024-06-08,350988,3810,64,17,136,旅行 驾车 放松
1864,牛马也优雅｜通勤古典歌单,2025-06-29,70369,4835,109,43,80,古典 驾车 治愈
1865,曾经的风，曾经的雨，曾经的你,2025-02-07,12703,193,18,1,56,思念 伤感 nan
1866,神仙打架时期佳作｜一人一首成名曲,2025-07-01,1620241,4999,36,12,116,流行 华语 怀旧
1867,人都是越爱越可爱的 谢谢你来爱我 我也爱你,2024-10-07,17525,49,3,1,91,流行 伤感 孤独
1868,你说雨后重逢 我便决心走出这个雨季,2025-06-22,33157,255,5,6,112,流行 nan nan
1869,思念像一把小刀 一刀一刻一痕,2025-09-12,52183,250,19,6,139,流行 伤感 孤独
1870,【氛围感】雨天/喝茶冥想发呆/洗澡,2024-11-13,110131,1037,26,2,47,欧美 民谣 放松
1871,旧歌都杀回来了 当初的那个ta还在身边吗,2025-04-27,1859850,4394,79,70,73,流行 夜晚 伤感
1872,已模糊的镜头 再也拉不回从前,2025-08-08,59386,178,4,2,109,流行 网络歌曲 伤感
1873,人总要和握不住的东西说再见.,2024-05-23,5493744,4033,37,129,202,流行 伤感 网络歌曲
1874,你字字诛心 却惊我为何笑声无瑕,2025-06-20,721794,4977,4,9,197,流行 伤感 夜晚
1875,至少我们现在可以和平分开了 对吧.,2025-06-26,154155,1519,10,11,153,夜晚 伤感 安静
1876,让你心跳加速的暗昧旋律,2025-07-11,108930,1553,22,4,37,欧美 兴奋 性感
1877,来听，哪首歌在替你说“别走”,2025-09-02,46902,972,3,22,20,伤感 孤独 说唱
1878,我想要幸福安稳到永久,2025-06-18,193287,1144,12,3,85,夜晚 伤感 孤独
1879,初听不知曲中意，再听已是曲中人,2025-07-30,117323,2247,6,1,67,华语 流行 伤感
1880,他们都说忘记就不会痛苦,2025-08-01,93893,739,16,5,132,流行 伤感 网络歌曲
1881,要变成平静的人 这一课要留很多眼泪,2025-09-13,104620,473,9,4,137,清晨 夜晚 伤感
1882,KTV热曲: 岁月更迭 往昔难忘,2022-07-18,932127,1139,18,7,173,华语 伤感 KTV
1883,【华语伤感|你的情绪收纳角落】,2022-08-06,13006,39,15,3,327,流行 伤感 夜晚
1884,我们好像相爱过,2025-06-06,239272,1052,20,37,205,孤独 伤感 nan
1885,变成一个平静的人 这一课要流很多眼泪,2025-08-28,53141,198,7,1,137,夜晚 伤感 nan
1886,再次遇见你的时候，你说好不会让我再伤心了,2025-08-01,54565,195,4,1,24,流行 伤感 孤独
1887,苦涩的泪水是幸福的预兆,2025-09-23,374777,1932,33,2,115,流行 夜晚 伤感
1888,到如今方晓，令真情难解之事，恰是情之本身,2022-04-02,25433,73,2,2,157,流行 孤独 伤感
1889,苦涩的泪水是幸福的前兆,2025-09-05,65976,381,2,3,122,流行 夜晚 伤感
1890,已模糊的镜头 拉不回 的从前,2025-04-07,809036,2955,72,38,116,伤感 夜晚 nan
1891,我要的爱 只在你身上存在,2023-07-10,371652,1475,45,1,61,伤感 nan nan
1892,变成平静的人 这一课要流很多泪,2025-09-06,18898,56,1,1,132,流行 夜晚 伤感
1893,爱意随风起，风止意难平,2017-09-23,16038,40,3,2,109,夜晚 伤感 流行
1894,伤感旋律精选「夜晚静心曲目」,2025-06-26,7051339,9276,4,2,452,华语 伤感 流行
1895,当孤独成为艺术,2025-09-02,21754,384,5,6,171,华语 说唱 伤感
1896,两难 舍得 素颜 珠玉 一点 爱错 座位,2025-06-05,512533,1334,26,16,73,华语 夜晚 伤感
1897,【情绪风/氛围感/治愈/致郁/宿命感】,2023-07-23,52007,803,6,2,225,夜晚 伤感 孤独
1898,粵語｜白話界的友情歲月,2017-04-02,5206454,34284,568,128,68,粤语 流行 伤感
1899,前奏一响 宿命感拉满/酸涩小说 剪辑必备,2025-06-13,54842,649,12,2,111,流行 伤感 孤独
1900,KPOP小众遗珠 仙曲 阳间曲,2024-06-04,36034,324,5,2,45,韩语 流行 伤感
1901,痛苦如细水长流(be氛围感治愈慢节奏),2025-09-12,120253,853,15,1,150,流行 夜晚 伤感
1902,后来我爱上一场滞涩又绵长的雨,2025-08-15,75077,619,15,2,154,流行 伤感 孤独
1903,誓言说的太重 握紧的手也是枷锁,2025-08-23,61003,435,14,2,113,流行 伤感 孤独
1904,把等待调成静音，我先关机入梦,2025-06-26,110072,275,1,2,72,流行 孤独 伤感
1905,往前走吧 所有人都在改变模样,2025-06-25,177395,1196,6,9,131,伤感 网络歌曲 孤独
1906,你承诺的月亮从未升起,2025-08-01,191740,11064,35,35,28,轻音乐 伤感 nan
1907,短暂的幸福 我记了好久,2024-11-18,51935,222,2,2,42,流行 伤感 nan
1908,听完这些流行金曲，与过去和解,2025-07-11,160677,644,2,4,82,伤感 网络歌曲 流行
1909,【日语】总有一天，从绝望的深渊,2020-06-21,376906,11739,75,416,111,日语 夜晚 伤感
1910,两难 舍得 素颜 珠玉 一点 爱错 座位.,2025-08-01,98541,526,4,6,18,华语 伤感 nan
1911,ISFJ歌单｜治愈你的内心,2021-06-17,214883,3774,47,54,156,浪漫 伤感 治愈
1912,请爱我，即使我随风飘散,2021-03-07,17525,197,1,1,266,伤感 思念 孤独
1913,变成平静的人 这一课要流很多眼泪,2025-07-23,111903,489,14,5,130,流行 伤感 孤独
1914,幸福都是马赛克 唯有痛苦是高清.,2025-08-16,1754,60,20,5,62,流行 说唱 伤感
1915,[中文咚鼓dj]忽然想起你 然后笑了笑我自己.,2018-09-17,26374344,160000,2077,535,231,流行 伤感 华语
1916,薛之谦 | 愿你被这世界温柔以待,2017-06-07,5752842,61998,815,979,125,华语 流行 伤感
1917,算了我不烦你了 你有你的生活 我睡了.,2024-11-06,242418,1478,30,28,92,夜晚 伤感 nan
1918,旧歌重听就像旧事重提,2025-07-30,160046,790,1,2,68,怀旧 伤感 流行
1919,印第安风格音乐‖长笛 排箫 生命最后的壮歌,2024-05-17,134537,1741,45,6,89,轻音乐 器乐 伤感
1920,苦涩的泪水是幸福的前奏,2020-08-15,940416,8402,189,103,337,治愈 伤感 流行
1921,我喜欢夜晚 可也真的难熬,2018-12-11,59302,158,857,1,485,伤感 治愈 nan
=======
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
0,百代经典老歌 | 百年光辉历史 经典旋律永存,2023-06-15,297750,2518,8,3,50,nan nan nan
1,青春纪念册 | 重温那些经典的校园歌谣,2021-07-07,352429,2116,9,1,90,nan nan nan
2,2010s华语摇滚 | 新时代的中国摇滚浪潮,2023-04-11,1693809,8427,87,59,94,nan nan nan
3,听华晨宇热门精选,2023-11-17,1203178,6794,92,244,30,nan nan nan
4,2013伤感热播 | 和张杰一起回顾2013苦涩情歌,2025-09-16,69071,203,6,8,60,nan nan nan
5,重返2020 | 从颜人中《夏夜最后的烟火》开始回忆2020,2025-04-01,221408,1223,6,1,102,nan nan nan
6,1990s华语民谣 | 重拾记忆里的流金岁月,2023-10-08,847352,2260,15,13,36,nan nan nan
7,2010伤感热播 | 和黄丽玲A-Lin一起整理2010愁绪乐章,2025-09-12,549861,1079,9,1,60,nan nan nan
8,全网流行热歌 | 派伟俊 左转灯 和百首网络热门单曲,2021-07-06,7327814,16476,124,28,168,nan nan nan
9,音综流行热歌 | 薛之谦 平庸 和200首精选音综现场,2020-04-28,22458312,70345,471,145,205,nan nan nan
10,1990s华语R&B | 回到华语R&B金色年代,2023-10-18,776356,5380,13,8,30,nan nan nan
11,出发听老歌 | 经典旋律伴你快乐行程,2025-10-16,66091,373,1,1,80,nan nan nan
12,重返2015 | 从林俊杰开启2015聆听之旅,2023-06-21,492023,6178,13,6,100,nan nan nan
13,R&B新浪潮 | 循环不停的新生代华语R&B,2024-10-10,438059,2801,28,6,80,nan nan nan
14,2023伤感热播 | 和汪苏泷一起细数2023失落瞬间,2025-03-14,361754,2210,10,2,60,nan nan nan
15,清晨散步歌 | 抒情华语伴你开启活力一整天·Hi-Res,2023-08-11,190347,864,3,1,59,nan nan nan
16,"重返1995 | 从张国荣,许美静开始重温1995",2021-09-06,549917,4057,19,14,103,nan nan nan
17,环球经典老歌 | 魅力无限环球音乐精选,2023-06-15,291158,2971,7,2,119,nan nan nan
18,宅家听华语 | 超好听华语陪你度过居家时光,2023-11-01,1546261,4013,14,14,100,nan nan nan
19,重返1997 | 杨乃文领衔带来1997年经典热曲,2021-09-06,448394,2835,20,10,100,nan nan nan
20,国语珍藏 | 给你一张过去的CD,2021-07-06,29277536,170000,2123,320,200,nan nan nan
21,2024国风热歌 | 朱颜不改 回首作《壁上观》,2025-01-06,329733,3697,5,10,59,nan nan nan
22,"重返1992 | 重温金城武,杨钰莹以及更多1992经典热曲",2021-09-06,532495,3577,11,7,114,nan nan nan
23,麦霸练歌房 | KTV必点华语金曲精选,2019-05-09,6103690,51534,602,960,70,nan nan nan
24,励志华语流行 | 踏入华语励志音乐的能量场,2024-02-21,108550,1573,6,2,65,nan nan nan
25,孤独唱片店 | 总有一首歌能包容你的心事,2023-02-16,3759115,9211,61,65,61,nan nan nan
26,伤心频率 | 与你共鸣的精选华语,2023-04-20,3004002,11196,59,31,40,nan nan nan
27,我们没开始 | 来自宝岛的一场思绪骤雨,2024-12-25,1489506,2202,20,12,62,nan nan nan
28,阴天快乐 | 如果情绪有天气 我陷在阴天里,2021-11-04,32397952,110000,1284,369,389,nan nan nan
29,2010s华语R&B | 重回华语R&B新时代,2023-10-18,1498684,10240,95,15,50,nan nan nan
30,华语R&B | 情绪辗转反侧 雾气消散不开,2021-04-09,19869746,69827,692,176,140,nan nan nan
31,听邓紫棋热门精选,2022-09-30,18837474,92197,585,1685,30,nan nan nan
32,云村流行热播 | 陈奕迅 K歌之王AIR版和300首品质好歌,2021-03-30,13903704,43227,267,162,309,nan nan nan
33,百代经典老歌 | 百年光辉历史 经典旋律永存,2023-06-15,297750,2518,8,3,50,nan nan nan
34,2024国风热歌 | 朱颜不改 回首作《壁上观》,2025-01-06,329733,3697,5,10,59,nan nan nan
35,2002伤感热播 | 和陶喆一起聆听2002伤感旋律,2025-08-29,187470,560,6,2,60,nan nan nan
36,全网流行热歌 | 派伟俊 左转灯 和百首网络热门单曲,2021-07-06,7327814,16476,124,28,168,nan nan nan
37,青春流行100首 | MP3里的00年代华语金曲,2021-07-06,3320341,26154,202,77,100,nan nan nan
38,重返2001 | 从孙燕姿开始聆听精彩2001,2021-07-06,1336346,9453,49,21,106,nan nan nan
39,出发听老歌 | 经典旋律伴你快乐行程,2025-10-16,66091,373,1,1,80,nan nan nan
40,听张杰热门精选,2022-09-30,8964846,36004,248,293,30,nan nan nan
41,AI华语热歌 | AI华语流行热播合集,2024-04-02,255297,663,16,18,51,nan nan nan
42,重返1999 | 从莫文蔚阴天开始回顾1999经典,2021-09-06,976250,6020,31,10,106,nan nan nan
43,华语R&B | 情绪辗转反侧 雾气消散不开,2021-04-09,19869750,69827,692,176,140,nan nan nan
44,青春经典 | 难以忘怀的青春旋律,2019-05-23,8738343,53319,1051,1145,80,nan nan nan
45,冬日华语 | 寒风中的动人旋律,2023-11-30,579045,1863,8,9,60,nan nan nan
